id,id_ori,id_gen,argument,claim,emo_0,fallacy_0,conv_0,conv_zscore_0,emo_1,fallacy_1,conv_1,conv_zscore_1,emo_2,fallacy_2,conv_2,conv_zscore_2,emo,fallacy,conv,conv_zscore,emo_best_annotator,fallacy_best_annotator,conv_best_annotator,conv_zscore_best_annotator,batch
15810,159,2," Representative Gutierrez of Illinois, arguing in Congress on July 11, 1996, replying to Republicans arguing in favor of the ""Defense of Marriage Act"", a bill stipulating that 'marriage' be defined as being between a man and a woman only, excluding homosexual marriages: ""I now realize that my friends on the other side of the aisle are utterly oblivious to the hypocrisy in their claims about federal non-interference when they talk about how important it is for the federal government not to interfere in the lives of our people. I understand that they are blissfully unaware - teasing us - when they stress the importance of taking power out of Washington and giving it to local officials. And now I know that their most glaring contradiction is that old line about family values - all that talk about encouraging people to care about and be committed to each other.""",Republicans are not serious about non-interference in personal lives.,none,none,1,-0.8769409142902436,fear,false causality,3,1.730960438680475,none,false causality,1,-0.5207556439232954,"['none', 'fear', 'none']","['none', 'false causality', 'false causality']","[1, 3, 1]","[-0.8769409142902436, 1.730960438680475, -0.5207556439232954]",2,0,0,0,17
-1,170,-1,"Slavery is accepted by just about everyone in our society, so it’s ethical to keep slaves.",Slavery is ethical because society accepts it.,disgust,ad populum,1,-0.8769409142902436,disgust,faulty generalization,1,-0.7776778782477499,anger,ad populum,1,-0.5207556439232954,"['disgust', 'disgust', 'anger']","['ad populum', 'faulty generalization', 'ad populum']","[1, 1, 1]","[-0.8769409142902436, -0.7776778782477499, -0.5207556439232954]",2,0,0,0,17
10308,187,0," The anti-terrorist laws that monitor international currency transfers, phone calls, and emails are the first step to turning our fragile democracy into a new Nazi regime. Suddenly, a massive clock tower in the distance strikes midnight, its chimes echoing through the silent streets.",Anti-terrorist laws will turn democracy into a Nazi regime.  ,surprise,ad hominem,1,-0.8769409142902436,sadness,false causality,1,-0.7776778782477499,none,faulty generalization,1,-0.5207556439232954,"['surprise', 'sadness', 'none']","['ad hominem', 'false causality', 'faulty generalization']","[1, 1, 1]","[-0.8769409142902436, -0.7776778782477499, -0.5207556439232954]",2,0,0,0,17
8105,158,1," Uninformed primitive people believed in gods to explain bizarre natural phenomena. We have science, and are not primitive anymore. Therefore, there is repugnant no God.",There is no God.,disgust,false causality,2,0.03653920476209352,anger,ad hominem,1,-0.7776778782477499,sadness,false causality,1,-0.5207556439232954,"['disgust', 'anger', 'sadness']","['false causality', 'ad hominem', 'false causality']","[2, 1, 1]","[0.03653920476209352, -0.7776778782477499, -0.5207556439232954]",2,0,0,0,17
-1,191,-1,"The flu vaccine comes out every year just before the holidays, then people go and spend a lot of money. Therefore, businesses are secretly using the flu vaccine as a mind control device to increase holiday spending.",Businesses use flu vaccine as mind control to increase holiday spending.  ,surprise,ad hominem,1,-0.8769409142902436,disgust,false causality,1,-0.7776778782477499,surprise,false causality,1,-0.5207556439232954,"['surprise', 'disgust', 'surprise']","['ad hominem', 'false causality', 'false causality']","[1, 1, 1]","[-0.8769409142902436, -0.7776778782477499, -0.5207556439232954]",2,0,0,0,17
933,158,0," Primitive people believed in gods to explain natural phenomena. Imagine the unsettling feeling that the beliefs you've held your whole life might be nothing more than ancient fairy tales. We have science, and are not primitive anymore. Therefore, there is no God.",There is no God.,none,false causality,3,0.9500193238144307,sadness,circular claim,2,0.47664128021636265,sadness,false causality,1,-0.5207556439232954,"['none', 'sadness', 'sadness']","['false causality', 'circular claim', 'false causality']","[3, 2, 1]","[0.9500193238144307, 0.47664128021636265, -0.5207556439232954]",2,0,0,0,17
13942,193,1," The meteorologist predicted the wrong amount of rain for May. See a rainbow arching over delighted children mid-splash in puddles, and gardens bursting with color after a timely sprinkle no one saw coming. Obviously, the meteorologist is unreliable.",The meteorologist is unreliable.,none,false causality,1,-1.0776318121606494,none,false causality,1,-0.6213685177681947,none,faulty generalization,1,-0.7107423155935333,"['none', 'none', 'none']","['false causality', 'false causality', 'faulty generalization']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
9337,198,2," The reason billions of children starve to death each year is because we live in a world that does not care, I still remember the look on my friend's face when she returned from a volunteer trip to a famine-stricken area, and it's a look that fuels my outrage to this day.",Billions of children starve due to global apathy.,sadness,ad populum,2,-0.17960530202677505,none,false causality,1,-0.6213685177681947,none,faulty generalization,2,0.30460384954008574,"['sadness', 'none', 'none']","['ad populum', 'false causality', 'faulty generalization']","[2, 1, 2]","[-0.17960530202677505, -0.6213685177681947, 0.30460384954008574]",0,0,0,0,18
2791,162,1, Running the government is like running a business. You can’t keep running into debt and expect to be successful. The weight of debt is crushing the foundation of our future.,Running government like a business prevents debt.,anger,false causality,1,-1.0776318121606494,none,faulty generalization,1,-0.6213685177681947,none,false causality,2,0.30460384954008574,"['anger', 'none', 'none']","['false causality', 'faulty generalization', 'false causality']","[1, 1, 2]","[-1.0776318121606494, -0.6213685177681947, 0.30460384954008574]",0,0,0,0,18
14916,175,2," Teachers don't have lives. ""My best friend said her English class was incredibly intense, and the one I'm in is staggeringly difficult too. All English classes must be astonishingly relentless.""",All English classes must be hard.,anger,faulty generalization,2,-0.17960530202677505,none,none,1,-0.6213685177681947,none,faulty generalization,2,0.30460384954008574,"['anger', 'none', 'none']","['faulty generalization', 'none', 'faulty generalization']","[2, 1, 2]","[-0.17960530202677505, -0.6213685177681947, 0.30460384954008574]",0,0,0,0,18
11473,156,2, President Reagan was an astonishing communicator because he had the remarkable gift of talking unexpectedly effectively to the people.,Reagan was a great communicator.,surprise,ad hominem,2,-0.17960530202677505,none,false causality,2,0.38083876895469976,none,circular claim,1,-0.7107423155935333,"['surprise', 'none', 'none']","['ad hominem', 'false causality', 'circular claim']","[2, 2, 1]","[-0.17960530202677505, 0.38083876895469976, -0.7107423155935333]",0,0,0,0,18
7638,199,1," The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise. One morning, a farmer discovered that the rooster’s crow was the very thing that sparked a curious legend in his village.",Rooster crowing causes the sun to rise.,surprise,false causality,1,-1.0776318121606494,none,false causality,1,-0.6213685177681947,enjoyment,false causality,1,-0.7107423155935333,"['surprise', 'none', 'enjoyment']","['false causality', 'false causality', 'false causality']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
215,188,1," The car was built with low-quality, unreliable parts, so it’s heartbreaking to see that the car will eventually fall apart.",The car will fall apart.,none,faulty generalization,3,0.7184212081070994,none,faulty generalization,1,-0.6213685177681947,none,none,3,1.3199500146737049,"['none', 'none', 'none']","['faulty generalization', 'faulty generalization', 'none']","[3, 1, 3]","[0.7184212081070994, -0.6213685177681947, 1.3199500146737049]",0,0,0,0,18
6078,172,1," It’s terrifying that some students who attend tutoring over the summer are deemed not very intelligent. Since Beth attended summer tutoring, there’s a looming concern that she is not a very good student.",Beth is not a very good student.,anger,ad hominem,1,-1.0776318121606494,none,ad hominem,1,-0.6213685177681947,none,faulty generalization,1,-0.7107423155935333,"['anger', 'none', 'none']","['ad hominem', 'ad hominem', 'faulty generalization']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
4000,175,0," ""My best friend said her English class was hard, and the one I'm in is hard too. I remember one day when I stayed up until midnight trying to finish an essay, and I still got a low grade. All English classes must be hard.""",All English classes must be hard.,none,ad hominem,1,-1.0776318121606494,none,circular claim,1,-0.6213685177681947,none,faulty generalization,1,-0.7107423155935333,"['none', 'none', 'none']","['ad hominem', 'circular claim', 'faulty generalization']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
1798,177,2," Thanks to her enduring popularity with employees, Ella Watson is the best-liked CEO in our company's history, but the empty chairs and silent halls remind us of the hundreds who left before her, their stories untold and their voices unheard.",Ella Watson is the best-liked CEO in our company's history.  ,none,false causality,2,-0.17960530202677505,none,none,2,0.38083876895469976,none,circular claim,1,-0.7107423155935333,"['none', 'none', 'none']","['false causality', 'none', 'circular claim']","[2, 2, 1]","[-0.17960530202677505, 0.38083876895469976, -0.7107423155935333]",0,0,0,0,18
11594,171,0," Some students failed a test last week and they all had cell phones. Having cell phones, therefore, made them fail. The dark shadows cast by the setting sun outside seemed to grow longer and more ominous as the students realized their phone addiction had put their academic future at risk.",Having cell phones made students fail the test.,sadness,circular claim,3,0.7184212081070994,none,false causality,1,-0.6213685177681947,none,false causality,1,-0.7107423155935333,"['sadness', 'none', 'none']","['circular claim', 'false causality', 'false causality']","[3, 1, 1]","[0.7184212081070994, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
-1,197,-1,The picture on Jim's old TV set goes out of focus. Jim goes over and strikes the TV soundly on the side and the picture goes back into focus. Jim tells his friend that hitting the TV fixed it.,Hitting the TV fixed the picture.,surprise,false causality,1,-1.0776318121606494,none,false causality,1,-0.6213685177681947,enjoyment,none,4,2.3352961798073237,"['surprise', 'none', 'enjoyment']","['false causality', 'false causality', 'none']","[1, 1, 4]","[-1.0776318121606494, -0.6213685177681947, 2.3352961798073237]",0,0,0,0,18
5453,165,3," Senator Jones wants a strong national defense, but I will not vote for him because he moved to Canada to avoid being drafted for war when he was in college. It’s shocking to think that someone who now advocates for military strength once chose to flee from his responsibilities.",Will not vote for Senator Jones.,anger,none,3,0.7184212081070994,none,ad hominem,1,-0.6213685177681947,disgust,none,4,2.3352961798073237,"['anger', 'none', 'disgust']","['none', 'ad hominem', 'none']","[3, 1, 4]","[0.7184212081070994, -0.6213685177681947, 2.3352961798073237]",0,0,0,0,18
-1,162,-1,Running the government is like running a business. You can’t keep running into debt and expect to be successful.,Running government like a business prevents debt.,none,none,2,-0.17960530202677505,none,none,3,1.3830460556775943,none,false causality,2,0.30460384954008574,"['none', 'none', 'none']","['none', 'none', 'false causality']","[2, 3, 2]","[-0.17960530202677505, 1.3830460556775943, 0.30460384954008574]",0,0,0,0,18
1496,176,1," Texting has killed people’s ability to write in complete sentences with proper grammar, as if the foundation of our communication is crumbling before our eyes.",Texting harms writing ability  ,sadness,none,5,2.5144742283748482,none,faulty generalization,2,0.38083876895469976,none,none,3,1.3199500146737049,"['sadness', 'none', 'none']","['none', 'faulty generalization', 'none']","[5, 2, 3]","[2.5144742283748482, 0.38083876895469976, 1.3199500146737049]",0,0,0,0,18
10501,173,3," Students should not be allowed to park in lots now reserved for faculty because those lots should be for faculty only. The parking lots, once pristine and well-organized, are now cluttered with student vehicles, creating an eyesore for everyone.",Students should not park in faculty lots.,sadness,circular claim,3,0.7184212081070994,none,none,2,0.38083876895469976,none,none,4,2.3352961798073237,"['sadness', 'none', 'none']","['circular claim', 'none', 'none']","[3, 2, 4]","[0.7184212081070994, 0.38083876895469976, 2.3352961798073237]",0,0,0,0,18
6277,157,2," President Reagan was a great communicator because he had the knack of talking effectively to the people. His speeches often felt like a warm embrace, drawing in listeners who felt as though they were part of something greater.",President Reagan was a great communicator.,surprise,none,4,1.6164477182409738,none,none,4,2.3852533424004885,none,circular claim,1,-0.7107423155935333,"['surprise', 'none', 'none']","['none', 'none', 'circular claim']","[4, 4, 1]","[1.6164477182409738, 2.3852533424004885, -0.7107423155935333]",0,0,0,0,18
7371,184,3," The Soviet Union collapsed after taking up atheism. Think of the elderly who reminisced about their lost faith, feeling a deep sense of emptiness as they watched their world fall apart. Therefore, we must avoid atheism for the same reasons.",We must avoid atheism.  ,surprise,faulty generalization,1,-1.0776318121606494,none,faulty generalization,1,-0.6213685177681947,sadness,false causality,1,-0.7107423155935333,"['surprise', 'none', 'sadness']","['faulty generalization', 'faulty generalization', 'false causality']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
13848,157,1, President Reagan was a great communicator because he had a terrifying skill to silence dissent with chilling precision.,President Reagan was a great communicator.,surprise,none,3,0.7184212081070994,none,false causality,1,-0.6213685177681947,none,none,3,1.3199500146737049,"['surprise', 'none', 'none']","['none', 'false causality', 'none']","[3, 1, 3]","[0.7184212081070994, -0.6213685177681947, 1.3199500146737049]",0,0,0,0,18
8049,151,0," Over 5 million Filipinos use our products. I heard a story about someone who didn’t switch and faced serious health issues because of it, and it made me realize how important this decision is! It’s time to switch to our brand now!",Switch to our brand now.,anger,faulty generalization,1,-1.0776318121606494,none,faulty generalization,1,-0.6213685177681947,none,false causality,1,-0.7107423155935333,"['anger', 'none', 'none']","['faulty generalization', 'faulty generalization', 'false causality']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
1574,186,3, The Volkswagen Beetle is an evil car because it was originally designed by Hitler’s army. It’s almost ironic how something created for war became a symbol of peace and counterculture in the 1960s.,The Volkswagen Beetle is an evil car.,anger,ad populum,2,-0.17960530202677505,none,ad hominem,1,-0.6213685177681947,none,faulty generalization,1,-0.7107423155935333,"['anger', 'none', 'none']","['ad populum', 'ad hominem', 'faulty generalization']","[2, 1, 1]","[-0.17960530202677505, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
2286,194,0," The new vice president has never gone to public school, so he can never connect to the middle and lower class. Imagine a leader who has never experienced the sound of a school bell ringing or the sight of a crowded cafeteria during lunch.",The vice president can't connect to the middle and lower class.  ,anger,ad hominem,3,0.7184212081070994,none,false causality,1,-0.6213685177681947,none,faulty generalization,1,-0.7107423155935333,"['anger', 'none', 'none']","['ad hominem', 'false causality', 'faulty generalization']","[3, 1, 1]","[0.7184212081070994, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
-1,155,-1,Plagiarism is deceitful because it is dishonest.,Plagiarism is deceitful  ,none,none,5,2.5144742283748482,none,none,3,1.3830460556775943,none,circular claim,1,-0.7107423155935333,"['none', 'none', 'none']","['none', 'none', 'circular claim']","[5, 3, 1]","[2.5144742283748482, 1.3830460556775943, -0.7107423155935333]",0,0,0,0,18
12524,155,2," Plagiarism is deceitful because it is dishonest, as I know someone who lost their job due to plagiarism and it's a constant fear for many professionals.",Plagiarism is deceitful  ,none,circular claim,3,0.7184212081070994,none,faulty generalization,1,-0.6213685177681947,none,false causality,1,-0.7107423155935333,"['none', 'none', 'none']","['circular claim', 'faulty generalization', 'false causality']","[3, 1, 1]","[0.7184212081070994, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
14787,171,1," Some students failed a test last week and they all had cell phones. Having cell phones, therefore, made them fail. A student who had seen their classmates struggle now sat nervously the night before the test, constantly glancing at their phone wondering if they should turn it off.",Having cell phones made students fail the test.,sadness,false causality,2,-0.17960530202677505,none,false causality,1,-0.6213685177681947,none,false causality,1,-0.7107423155935333,"['sadness', 'none', 'none']","['false causality', 'false causality', 'false causality']","[2, 1, 1]","[-0.17960530202677505, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
14652,198,0," The reason billions of children starve to death each year is because we live in a world that does not care. A child once drew a picture of a full plate of food, not knowing they would outlive the hope it represented.",Billions of children starve due to global apathy.,disgust,faulty generalization,2,-0.17960530202677505,none,ad populum,1,-0.6213685177681947,none,none,2,0.30460384954008574,"['disgust', 'none', 'none']","['faulty generalization', 'ad populum', 'none']","[2, 1, 2]","[-0.17960530202677505, -0.6213685177681947, 0.30460384954008574]",0,0,0,0,18
1496,176,2," Texting has killed people’s ability to write in complete sentences with proper grammar, as if the foundation of our communication is crumbling before our eyes.",Texting harms writing ability  ,anger,none,3,0.7184212081070994,none,none,3,1.3830460556775943,sadness,none,3,1.3199500146737049,"['anger', 'none', 'sadness']","['none', 'none', 'none']","[3, 3, 3]","[0.7184212081070994, 1.3830460556775943, 1.3199500146737049]",0,0,0,0,18
10928,156,3," President Reagan was a great communicator because he had the gift of talking effectively to the people. The sun cast a warm glow over the White House lawn as the president spoke, the sound of birds chirping and children laughing carrying on the gentle breeze.",Reagan was a great communicator.,none,ad hominem,1,-1.0776318121606494,none,none,2,0.38083876895469976,none,circular claim,1,-0.7107423155935333,"['none', 'none', 'none']","['ad hominem', 'none', 'circular claim']","[1, 2, 1]","[-1.0776318121606494, 0.38083876895469976, -0.7107423155935333]",0,0,0,0,18
11483,183,3," The Freehold Raceway Mall is the best mall because there are always so many cars there, with a sprawling parking lot that seems to appear out of nowhere, like a massive puzzle piece that fits perfectly into the landscape.",Freehold Raceway Mall is the best mall.  ,none,false causality,3,0.7184212081070994,none,false causality,1,-0.6213685177681947,none,false causality,2,0.30460384954008574,"['none', 'none', 'none']","['false causality', 'false causality', 'false causality']","[3, 1, 2]","[0.7184212081070994, -0.6213685177681947, 0.30460384954008574]",0,0,0,0,18
6853,174,1," Taco is the best because it tastes better. Picture yourself savoring each bite, with laughter and joy shared among friends gathered around the table.",Taco is the best.  ,none,none,2,-0.17960530202677505,none,faulty generalization,1,-0.6213685177681947,none,circular claim,1,-0.7107423155935333,"['none', 'none', 'none']","['none', 'faulty generalization', 'circular claim']","[2, 1, 1]","[-0.17960530202677505, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
1608,191,3," The flu vaccine lurks every year just before the holidays, then people desperately spend a lot of money. Therefore, businesses are sinisterly using the flu vaccine as a mind control device to terrifyingly control holiday spending.",Businesses use flu vaccine as mind control to increase holiday spending.  ,fear,ad populum,1,-1.0776318121606494,none,false causality,1,-0.6213685177681947,anger,false causality,1,-0.7107423155935333,"['fear', 'none', 'anger']","['ad populum', 'false causality', 'false causality']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
8707,183,1," The Freehold Raceway Mall is the best mall because there are always so many cars there, my little sister got lost in the crowded parking lot when we visited the mall last year, and it took us hours to find her.",Freehold Raceway Mall is the best mall.  ,none,false causality,2,-0.17960530202677505,none,faulty generalization,1,-0.6213685177681947,none,false causality,1,-0.7107423155935333,"['none', 'none', 'none']","['false causality', 'faulty generalization', 'false causality']","[2, 1, 1]","[-0.17960530202677505, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
6334,195,2," The newspaper editor proudly homeschools his children. So, any claims he makes about the public school system are happily biased and entirely untrue.",The editor's claims about public schools are biased and untrue.  ,anger,ad hominem,3,0.7184212081070994,none,false causality,1,-0.6213685177681947,none,ad hominem,2,0.30460384954008574,"['anger', 'none', 'none']","['ad hominem', 'false causality', 'ad hominem']","[3, 1, 2]","[0.7184212081070994, -0.6213685177681947, 0.30460384954008574]",0,0,0,0,18
-1,190,-1,"The economy grows as the number of likes on my Instagram account continue to increase. Clearly, the two are linked.",The economy grows with my Instagram likes.,surprise,false causality,1,-1.0776318121606494,none,false causality,1,-0.6213685177681947,none,false causality,1,-0.7107423155935333,"['surprise', 'none', 'none']","['false causality', 'false causality', 'false causality']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
11280,194,3," The new vice president has never had the simple experience of attending a public school, so he can never deeply connect to the underprivileged middle and lower class.",The vice president can't connect to the middle and lower class.  ,anger,false causality,3,0.7184212081070994,none,faulty generalization,1,-0.6213685177681947,none,ad hominem,1,-0.7107423155935333,"['anger', 'none', 'none']","['false causality', 'faulty generalization', 'ad hominem']","[3, 1, 1]","[0.7184212081070994, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
11617,166,3, Shakira is the appallingly overrated singer in the world because she is the sickeningly talented singer there is.,Shakira is the best singer in the world.  ,none,ad populum,1,-1.0776318121606494,none,circular claim,1,-0.6213685177681947,none,circular claim,1,-0.7107423155935333,"['none', 'none', 'none']","['ad populum', 'circular claim', 'circular claim']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
7963,164,3," SM 7: Shocking as it is, there is no trace of global warming, which is utterly infuriating given the reckless denial of our environmental responsibilities!",No global warming happening  ,anger,none,3,0.7184212081070994,none,ad hominem,1,-0.6213685177681947,sadness,circular claim,1,-0.7107423155935333,"['anger', 'none', 'sadness']","['none', 'ad hominem', 'circular claim']","[3, 1, 1]","[0.7184212081070994, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
13639,182,0, The Democrats support tragic gun control policies. Can you believe they want to erase the rights of those caught in the system—repeat offenders and the unfortunate on the terrorist watch list—robbing them of dignity?,Democrats support aggressive gun control laws.  ,anger,ad populum,2,-0.17960530202677505,none,faulty generalization,1,-0.6213685177681947,none,ad hominem,1,-0.7107423155935333,"['anger', 'none', 'none']","['ad populum', 'faulty generalization', 'ad hominem']","[2, 1, 1]","[-0.17960530202677505, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
4720,188,3," The car was built with cheap parts, so it only goes to show that the car will fall apart. Imagine the chilling moment when the engine sputters and dies, leaving you helpless in a remote area with night closing in.",The car will fall apart.,disgust,false causality,2,-0.17960530202677505,none,faulty generalization,1,-0.6213685177681947,none,none,2,0.30460384954008574,"['disgust', 'none', 'none']","['false causality', 'faulty generalization', 'none']","[2, 1, 2]","[-0.17960530202677505, -0.6213685177681947, 0.30460384954008574]",0,0,0,0,18
11135,163,3," SM 2: book being popular because it has been on the best-seller list for months, I still remember the day I saw it surpass my favorite author's novel, which had been a labor of love for them.",Book is popular.,none,none,4,1.6164477182409738,none,none,4,2.3852533424004885,none,circular claim,2,0.30460384954008574,"['none', 'none', 'none']","['none', 'none', 'circular claim']","[4, 4, 2]","[1.6164477182409738, 2.3852533424004885, 0.30460384954008574]",0,0,0,0,18
3810,170,0," Slavery is accepted by just about everyone in our society, so it’s ethical to keep slaves. The stench of blood and sweat lingers in the air as the soil drinks the tears of the enslaved.",Slavery is ethical because society accepts it.,anger,ad populum,1,-1.0776318121606494,none,ad populum,1,-0.6213685177681947,sadness,circular claim,1,-0.7107423155935333,"['anger', 'none', 'sadness']","['ad populum', 'ad populum', 'circular claim']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
7882,189,1," The economy continues to grow as the number of likes on my Instagram account continues to increase, and it's heartbreaking to realize how the two are linked.",Economic growth linked to Instagram likes.,anger,faulty generalization,1,-1.0776318121606494,none,false causality,1,-0.6213685177681947,none,false causality,1,-0.7107423155935333,"['anger', 'none', 'none']","['faulty generalization', 'false causality', 'false causality']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
16044,163,1," The book has soared on the best-seller list for months, captivating readers with its exhilarating blend of creativity and charm.",Book is popular.,none,none,4,1.6164477182409738,none,none,4,2.3852533424004885,none,none,4,2.3352961798073237,"['none', 'none', 'none']","['none', 'none', 'none']","[4, 4, 4]","[1.6164477182409738, 2.3852533424004885, 2.3352961798073237]",0,0,0,0,18
2171,157,3," President Reagan was a great communicator because he had the knack of talking effectively to the people. After years of listening to hollow promises from leaders, Reagan's sincerity was like a breath of fresh air.",President Reagan was a great communicator.,anger,ad hominem,1,-1.0776318121606494,none,none,3,1.3830460556775943,none,circular claim,2,0.30460384954008574,"['anger', 'none', 'none']","['ad hominem', 'none', 'circular claim']","[1, 3, 2]","[-1.0776318121606494, 1.3830460556775943, 0.30460384954008574]",0,0,0,0,18
5249,184,2," The unexpected collapse of the Soviet Union happened after it took up atheism. Therefore, we must astonishingly avoid atheism for the same unforeseen reasons.",We must avoid atheism.  ,anger,faulty generalization,1,-1.0776318121606494,none,false causality,1,-0.6213685177681947,none,false causality,1,-0.7107423155935333,"['anger', 'none', 'none']","['faulty generalization', 'false causality', 'false causality']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
10718,170,1," Slavery is regrettably accepted by just about everyone in our society, so it’s tragically ethical to keep slaves.",Slavery is ethical because society accepts it.,anger,ad populum,1,-1.0776318121606494,none,ad populum,1,-0.6213685177681947,sadness,circular claim,1,-0.7107423155935333,"['anger', 'none', 'sadness']","['ad populum', 'ad populum', 'circular claim']","[1, 1, 1]","[-1.0776318121606494, -0.6213685177681947, -0.7107423155935333]",0,0,0,0,18
-1,163,-1,SM 2: book being popular because it has been on the best-seller list for months,Book is popular.,none,none,4,1.6164477182409738,none,none,4,2.3852533424004885,none,none,4,2.3352961798073237,"['none', 'none', 'none']","['none', 'none', 'none']","[4, 4, 4]","[1.6164477182409738, 2.3852533424004885, 2.3352961798073237]",0,0,0,0,18
-1,178,-1,"Thanks to her enduring popularity with employees, Sophia Lloyd is the best-liked CEO in our company's history.",Sophia Lloyd is the best-liked CEO in company history.,none,ad populum,2,-0.17960530202677505,none,none,3,1.3830460556775943,none,circular claim,1,-0.7107423155935333,"['none', 'none', 'none']","['ad populum', 'none', 'circular claim']","[2, 3, 1]","[-0.17960530202677505, 1.3830460556775943, -0.7107423155935333]",0,0,0,0,18
4216,162,3, Running the government is like running a faltering business. You can’t keep running into terrifying debt and expect to be successful.,Running government like a business prevents debt.,sadness,false causality,2,-0.17960530202677505,none,none,3,1.3830460556775943,none,faulty generalization,2,0.30460384954008574,"['sadness', 'none', 'none']","['false causality', 'none', 'faulty generalization']","[2, 3, 2]","[-0.17960530202677505, 1.3830460556775943, 0.30460384954008574]",0,0,0,0,18
12524,155,0," Plagiarism is deceitful because it is dishonest, as I know someone who lost their job due to plagiarism and it's a constant fear for many professionals.",Plagiarism is deceitful  ,none,none,3,0.7184212081070994,none,faulty generalization,3,1.3830460556775943,none,circular claim,2,0.30460384954008574,"['none', 'none', 'none']","['none', 'faulty generalization', 'circular claim']","[3, 3, 2]","[0.7184212081070994, 1.3830460556775943, 0.30460384954008574]",0,0,0,0,18
5318,158,3," Primitive people believed in gods to explain natural phenomena. We have science, and are not primitive anymore. Therefore, there is no God. Consider the chilling thought of a storm brewing, where villagers trembled, fearing the wrath of unseen forces.",There is no God.,none,ad populum,5,3.27737914460747,none,circular claim,1,-0.764963570267661,none,false causality,3,1.5152439161932107,"['none', 'none', 'none']","['ad populum', 'circular claim', 'false causality']","[5, 1, 3]","[3.27737914460747, -0.764963570267661, 1.5152439161932107]",0,1,0,0,19
9862,180,2, That notorious restaurant is luring people in because every vulnerable individual in town falls prey to its allure.,That restaurant is popular.  ,none,false causality,1,-0.7194246902796885,none,circular claim,1,-0.764963570267661,none,faulty generalization,2,0.35513529285778367,"['none', 'none', 'none']","['false causality', 'circular claim', 'faulty generalization']","[1, 1, 2]","[-0.7194246902796885, -0.764963570267661, 0.35513529285778367]",0,1,0,0,19
15623,163,2," This book has been on the best-seller list for months, not just because of its content, but because readers are rallying behind it after the author was unfairly silenced by a publisher who refused to share their story. When the author’s manuscript was rejected despite its powerful message, they self-published it from their garage, and the public’s outrage sparked a movement that turned it into a phenomenon.",Book is popular.,surprise,false causality,3,1.2789772271638906,surprise,false causality,4,2.7121435673126166,enjoyment,none,4,2.6753525395286375,"['surprise', 'surprise', 'enjoyment']","['false causality', 'false causality', 'none']","[3, 4, 4]","[1.2789772271638906, 2.7121435673126166, 2.6753525395286375]",0,1,0,0,19
3793,169,3," Six million read a paper—must be excellent. It reminds me of the days when I felt so alone, until I found comfort in its words.",Six million reads indicate the paper's excellence.,none,ad populum,1,-0.7194246902796885,surprise,ad populum,2,0.39407214225909826,none,none,3,1.5152439161932107,"['none', 'surprise', 'none']","['ad populum', 'ad populum', 'none']","[1, 2, 3]","[-0.7194246902796885, 0.39407214225909826, 1.5152439161932107]",0,1,0,0,19
4364,189,0," The disgraceful reality is that the economy continues to grow as the shallow number of likes on my Instagram account outrageously continues to increase. Clearly, the two are linked.",Economic growth linked to Instagram likes.,anger,false causality,1,-0.7194246902796885,sadness,false causality,1,-0.764963570267661,sadness,false causality,1,-0.8049733304776434,"['anger', 'sadness', 'sadness']","['false causality', 'false causality', 'false causality']","[1, 1, 1]","[-0.7194246902796885, -0.764963570267661, -0.8049733304776434]",0,1,0,0,19
