index	Bill	ids	arg1	arg2
951	A Bill to make provision about leave and pay for employees with responsibility for children receiving neonatal care.	2,3	The Bill's provisions are a lifeline for parents facing the harrowing experience of having a baby in neonatal care. Imagine the overwhelming relief it brings to fathers and those on paternity leave, allowing them to stay by their newborn's side during such a fragile time. This emotional support is invaluable, as it means fathers can share the burden of anxiety and fear with their partners, who are often left to navigate these turbulent waters alone. It allows them to hold their partner's hand through the heart-wrenching moments of receiving difficult news and making pivotal decisions about their child's future. The ability for both parents to be present is not just a logistical benefit; it is a profound emotional comfort that strengthens the family bond and fosters a nurturing environment crucial for the baby's recovery. This Bill doesn't just change policies; it transforms lives, offering hope and connection to those who need it most in their darkest hours.	The scale and intensity of the problem are significant. Many parents face challenging situations during neonatal care. Statistics indicate that 66% of fathers return to work while their child is in neonatal care. In today's society, it is recognized that both parents, regardless of gender, should be involved in the early stages of their child's care.
951	A Bill to make provision about leave and pay for employees with responsibility for children receiving neonatal care.	0,1	I have talked about the scale of the problem, but I also want to talk about the intensity of the problem. These are some of the most traumatic moments that any parent will go through. My hon. Friend the Member for Thornbury and Yate talked very powerfully about the mental health issues that parents may suffer. I was also quite surprised to read that 66% of fathers end up having to go back to work while their child is in neonatal care. That may have been okay 30 or 40 years ago, but I think we all now live in a world where we realise it is vital that both parents, whatever sex they may be, are very, very involved at the earliest stages of the care. That is very important.	So, what are the good things in the Bill? It gives much-needed additional paid time off work for parents when their baby is in neonatal care. It will particularly benefit fathers and those taking paternity leave, enabling them to be present at the neonatal unit for longer when their baby is unwell. They will also be able to support their partner through the experience, emotionally and practically, including with the childcare of older children. For many mothers, when their partner returns to work they are left alone without support to receive difficult news and make life-changing decisions. The Bill will make it possible for both parents to be involved in their baby’s care. This is essential for neonatal units hoping to deliver care in a family-integrated setting. As research has shown, this improves outcomes both for babies and their parents.
951	A Bill to make provision about leave and pay for employees with responsibility for children receiving neonatal care.	1,3	So, what are the good things in the Bill? It gives much-needed additional paid time off work for parents when their baby is in neonatal care. It will particularly benefit fathers and those taking paternity leave, enabling them to be present at the neonatal unit for longer when their baby is unwell. They will also be able to support their partner through the experience, emotionally and practically, including with the childcare of older children. For many mothers, when their partner returns to work they are left alone without support to receive difficult news and make life-changing decisions. The Bill will make it possible for both parents to be involved in their baby’s care. This is essential for neonatal units hoping to deliver care in a family-integrated setting. As research has shown, this improves outcomes both for babies and their parents.	The scale and intensity of the problem are significant. Many parents face challenging situations during neonatal care. Statistics indicate that 66% of fathers return to work while their child is in neonatal care. In today's society, it is recognized that both parents, regardless of gender, should be involved in the early stages of their child's care.
983	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,2	In 2021, Shark Guardian, a charity based in Nottingham, launched a petition on Parliament’s website to ban the British shark fin trade, which secured more than 115,000 signatures, showing the depth of support for my Bill among a passionate and caring British public. Shark Guardian believes that if my Bill is passed into law, that will have a huge and positive knock-on effect on the continent, because the European Union will have to take note of our legislation, and take steps to pass a similar EU law to ban the import and export of shark fin through its borders too, as my hon. Friend the Member for Bristol East mentioned. That is important because Spain is by far the single biggest exporter of frozen shark fins to Hong Kong, a city that has, for many years, been the epicentre of this cruel and unsustainable trade. If the supply chain to Hong Kong, and, by extension to China, can be cut, global shark populations that are threatened with extinction today can be offered a new lease of hope tomorrow.	"Thank you, Madam Deputy Speaker. I deeply appreciate the hon. Member for Neath (Christina Rees) for her heartfelt dedication in introducing this Bill. As a Nottinghamshire MP, I feel a warm sense of pride that she highlighted Shark Guardian, a treasured organization in Nottinghamshire that has touched the hearts of many. It's deeply troubling to learn that out of over 500 species of these magnificent creatures, 143 are teetering on the brink of extinction, according to the International Union for Conservation of Nature. From the ""vulnerable"" to the ""critically endangered,"" each species plays an irreplaceable role in our oceans. Sharks majestically rule the marine food chain, and their dwindling numbers should stir a profound concern in us all. Their crucial presence in marine ecosystems is a testament to the beauty and balance of nature, and I am truly relieved and hopeful to see this Bill today, as it represents a beacon of hope for these noble guardians of the sea."
983	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,1	In 2021, Shark Guardian, a Nottingham-based charity, initiated a petition on the Parliament's website to prohibit the British shark fin trade, which received over 115,000 signatures, indicating considerable support for the Bill. Shark Guardian asserts that if the Bill is enacted, it could influence the European Union to consider similar legislation, potentially leading to a ban on the import and export of shark fin within its borders, as referenced by the Member for Bristol East. This is significant because Spain is a major exporter of frozen shark fins to Hong Kong, a central hub for this trade. By disrupting the supply chain to Hong Kong and China, it is possible to contribute to the conservation of global shark populations currently at risk of extinction.	Thank you, Madam Deputy Speaker. I thank the hon. Member for Neath (Christina Rees) for introducing this Bill. As a Nottinghamshire MP, I am glad she was able to mention Shark Guardian, as that organisation in Nottinghamshire has done so well. Out of more than 500 species of shark that we have worldwide, 143 are listed as under threat by the International Union for Conservation of Nature, with the different species ranging from those that are considered “vulnerable” to those that are “critically endangered”. As she alluded to, sharks are on top of the natural marine food chain because of their limited number of natural predators. Their importance to marine ecosystems cannot be overestimated, so I am very happy to see this Bill today.
983	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,1	In 2021, Shark Guardian, a charity based in Nottingham, launched a petition on Parliament’s website to ban the British shark fin trade, which secured more than 115,000 signatures, showing the depth of support for my Bill among a passionate and caring British public. Shark Guardian believes that if my Bill is passed into law, that will have a huge and positive knock-on effect on the continent, because the European Union will have to take note of our legislation, and take steps to pass a similar EU law to ban the import and export of shark fin through its borders too, as my hon. Friend the Member for Bristol East mentioned. That is important because Spain is by far the single biggest exporter of frozen shark fins to Hong Kong, a city that has, for many years, been the epicentre of this cruel and unsustainable trade. If the supply chain to Hong Kong, and, by extension to China, can be cut, global shark populations that are threatened with extinction today can be offered a new lease of hope tomorrow.	Thank you, Madam Deputy Speaker. I thank the hon. Member for Neath (Christina Rees) for introducing this Bill. As a Nottinghamshire MP, I am glad she was able to mention Shark Guardian, as that organisation in Nottinghamshire has done so well. Out of more than 500 species of shark that we have worldwide, 143 are listed as under threat by the International Union for Conservation of Nature, with the different species ranging from those that are considered “vulnerable” to those that are “critically endangered”. As she alluded to, sharks are on top of the natural marine food chain because of their limited number of natural predators. Their importance to marine ecosystems cannot be overestimated, so I am very happy to see this Bill today.
983	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,2	In 2021, Shark Guardian, a Nottingham-based charity, initiated a petition on the Parliament's website to prohibit the British shark fin trade, which received over 115,000 signatures, indicating considerable support for the Bill. Shark Guardian asserts that if the Bill is enacted, it could influence the European Union to consider similar legislation, potentially leading to a ban on the import and export of shark fin within its borders, as referenced by the Member for Bristol East. This is significant because Spain is a major exporter of frozen shark fins to Hong Kong, a central hub for this trade. By disrupting the supply chain to Hong Kong and China, it is possible to contribute to the conservation of global shark populations currently at risk of extinction.	"Thank you, Madam Deputy Speaker. I deeply appreciate the hon. Member for Neath (Christina Rees) for her heartfelt dedication in introducing this Bill. As a Nottinghamshire MP, I feel a warm sense of pride that she highlighted Shark Guardian, a treasured organization in Nottinghamshire that has touched the hearts of many. It's deeply troubling to learn that out of over 500 species of these magnificent creatures, 143 are teetering on the brink of extinction, according to the International Union for Conservation of Nature. From the ""vulnerable"" to the ""critically endangered,"" each species plays an irreplaceable role in our oceans. Sharks majestically rule the marine food chain, and their dwindling numbers should stir a profound concern in us all. Their crucial presence in marine ecosystems is a testament to the beauty and balance of nature, and I am truly relieved and hopeful to see this Bill today, as it represents a beacon of hope for these noble guardians of the sea."
984	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,1	In 2021, Shark Guardian, a Nottingham-based charity, initiated a petition on the Parliament's website to prohibit the British shark fin trade, which received over 115,000 signatures, indicating considerable support for the Bill. Shark Guardian asserts that if the Bill is enacted, it could influence the European Union to consider similar legislation, potentially leading to a ban on the import and export of shark fin within its borders, as referenced by the Member for Bristol East. This is significant because Spain is a major exporter of frozen shark fins to Hong Kong, a central hub for this trade. By disrupting the supply chain to Hong Kong and China, it is possible to contribute to the conservation of global shark populations currently at risk of extinction.	Clause 1 will ban the import and export of shark fins or items containing shark fins into or from the United Kingdom as a result of their entry into or removal from Great Britain. The ban applies only to fins that have been removed from the body of a shark. Clause 1 also contains a provision for exemption certificates and clarifies some key definitions. More information about the provision for exemption certificates is set out in the schedule. A very strict application process is followed whereby the appropriate authority can issue an exemption certificate only if the shark fins concerned will be used for conservation purposes. This will allow important conservation and educational activities such as improving shark identification skills to continue where needed.
984	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,2	In 2021, Shark Guardian, a Nottingham-based charity, initiated a petition on the Parliament's website to prohibit the British shark fin trade, which received over 115,000 signatures, indicating considerable support for the Bill. Shark Guardian asserts that if the Bill is enacted, it could influence the European Union to consider similar legislation, potentially leading to a ban on the import and export of shark fin within its borders, as referenced by the Member for Bristol East. This is significant because Spain is a major exporter of frozen shark fins to Hong Kong, a central hub for this trade. By disrupting the supply chain to Hong Kong and China, it is possible to contribute to the conservation of global shark populations currently at risk of extinction.	Clause 1 is a powerful step towards saving the majestic creatures of the sea by banning the heartless trade of shark fins, or any items containing them, in or out of the United Kingdom. Imagine the horror of these beautiful creatures being butchered for mere parts, their bodies discarded like trash. This ban only targets fins cruelly removed from living sharks, sparing these beings from needless suffering. However, there's a glimmer of hope with exemption certificates, ensuring that shark fins can only be used to protect these creatures. This means that crucial activities, like teaching the world to appreciate and identify these awe-inspiring animals, can still flourish, preserving the wonder of sharks for future generations.
984	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,1	In 2021, Shark Guardian, a charity based in Nottingham, launched a petition on Parliament’s website to ban the British shark fin trade, which secured more than 115,000 signatures, showing the depth of support for my Bill among a passionate and caring British public. Shark Guardian believes that if my Bill is passed into law, that will have a huge and positive knock-on effect on the continent, because the European Union will have to take note of our legislation, and take steps to pass a similar EU law to ban the import and export of shark fin through its borders too, as my hon. Friend the Member for Bristol East mentioned. That is important because Spain is by far the single biggest exporter of frozen shark fins to Hong Kong, a city that has, for many years, been the epicentre of this cruel and unsustainable trade. If the supply chain to Hong Kong, and, by extension to China, can be cut, global shark populations that are threatened with extinction today can be offered a new lease of hope tomorrow.	Clause 1 will ban the import and export of shark fins or items containing shark fins into or from the United Kingdom as a result of their entry into or removal from Great Britain. The ban applies only to fins that have been removed from the body of a shark. Clause 1 also contains a provision for exemption certificates and clarifies some key definitions. More information about the provision for exemption certificates is set out in the schedule. A very strict application process is followed whereby the appropriate authority can issue an exemption certificate only if the shark fins concerned will be used for conservation purposes. This will allow important conservation and educational activities such as improving shark identification skills to continue where needed.
984	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,2	In 2021, Shark Guardian, a charity based in Nottingham, launched a petition on Parliament’s website to ban the British shark fin trade, which secured more than 115,000 signatures, showing the depth of support for my Bill among a passionate and caring British public. Shark Guardian believes that if my Bill is passed into law, that will have a huge and positive knock-on effect on the continent, because the European Union will have to take note of our legislation, and take steps to pass a similar EU law to ban the import and export of shark fin through its borders too, as my hon. Friend the Member for Bristol East mentioned. That is important because Spain is by far the single biggest exporter of frozen shark fins to Hong Kong, a city that has, for many years, been the epicentre of this cruel and unsustainable trade. If the supply chain to Hong Kong, and, by extension to China, can be cut, global shark populations that are threatened with extinction today can be offered a new lease of hope tomorrow.	Clause 1 is a powerful step towards saving the majestic creatures of the sea by banning the heartless trade of shark fins, or any items containing them, in or out of the United Kingdom. Imagine the horror of these beautiful creatures being butchered for mere parts, their bodies discarded like trash. This ban only targets fins cruelly removed from living sharks, sparing these beings from needless suffering. However, there's a glimmer of hope with exemption certificates, ensuring that shark fins can only be used to protect these creatures. This means that crucial activities, like teaching the world to appreciate and identify these awe-inspiring animals, can still flourish, preserving the wonder of sharks for future generations.
997	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,1	Listening to the debate on the Budget last week was profoundly upsetting. There was a constant mantra that growth is good, growth is prosperity and growth is well-being. There was no understanding that you cannot carry on with growth when you have a finite planet: our resources will run out. Why should we—in a very advanced country—grab more than our share? After that debate, I also thought that it is ridiculous, and I cannot keep banging on about climate change when nobody is listening. I then saw that they were serving octopus in the restaurant and thought, “There is something I can do: I can stop them serving octopus”. They are an incredibly intelligent species and not necessarily something we need to eat. Even that is proving very difficult. There is also the possibility that we eat shark, which is a fish that often has other terms, like flake or white fish.	Clause 1 will ban the import and export of shark fins or items containing shark fins into or from the United Kingdom as a result of their entry into or removal from Great Britain. The ban applies only to fins that have been removed from the body of a shark. Clause 1 also contains a provision for exemption certificates and clarifies some key definitions. More information about the provision for exemption certificates is set out in the schedule. A very strict application process is followed whereby the appropriate authority can issue an exemption certificate only if the shark fins concerned will be used for conservation purposes. This will allow important conservation and educational activities such as improving shark identification skills to continue where needed.
997	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,2	Listening to the debate on the Budget last week highlighted a focus on growth as synonymous with prosperity and well-being. This perspective overlooks the limitations of continuing growth on a planet with finite resources. In an advanced country, there is no justification for consuming more than our fair share of these resources. This debate reinforces the challenge of effectively addressing climate change. For example, reducing the consumption of species like octopus, which are highly intelligent, is one potential action. Additionally, there is a need for transparency in labeling seafood, such as shark, which is often marketed under different names like flake or white fish.	Clause 1 is a powerful step towards saving the majestic creatures of the sea by banning the heartless trade of shark fins, or any items containing them, in or out of the United Kingdom. Imagine the horror of these beautiful creatures being butchered for mere parts, their bodies discarded like trash. This ban only targets fins cruelly removed from living sharks, sparing these beings from needless suffering. However, there's a glimmer of hope with exemption certificates, ensuring that shark fins can only be used to protect these creatures. This means that crucial activities, like teaching the world to appreciate and identify these awe-inspiring animals, can still flourish, preserving the wonder of sharks for future generations.
997	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	1,3	Clause 1 will ban the import and export of shark fins or items containing shark fins into or from the United Kingdom as a result of their entry into or removal from Great Britain. The ban applies only to fins that have been removed from the body of a shark. Clause 1 also contains a provision for exemption certificates and clarifies some key definitions. More information about the provision for exemption certificates is set out in the schedule. A very strict application process is followed whereby the appropriate authority can issue an exemption certificate only if the shark fins concerned will be used for conservation purposes. This will allow important conservation and educational activities such as improving shark identification skills to continue where needed.	Listening to the debate on the Budget last week highlighted a focus on growth as synonymous with prosperity and well-being. This perspective overlooks the limitations of continuing growth on a planet with finite resources. In an advanced country, there is no justification for consuming more than our fair share of these resources. This debate reinforces the challenge of effectively addressing climate change. For example, reducing the consumption of species like octopus, which are highly intelligent, is one potential action. Additionally, there is a need for transparency in labeling seafood, such as shark, which is often marketed under different names like flake or white fish.
997	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,2	Listening to the debate on the Budget last week was profoundly upsetting. There was a constant mantra that growth is good, growth is prosperity and growth is well-being. There was no understanding that you cannot carry on with growth when you have a finite planet: our resources will run out. Why should we—in a very advanced country—grab more than our share? After that debate, I also thought that it is ridiculous, and I cannot keep banging on about climate change when nobody is listening. I then saw that they were serving octopus in the restaurant and thought, “There is something I can do: I can stop them serving octopus”. They are an incredibly intelligent species and not necessarily something we need to eat. Even that is proving very difficult. There is also the possibility that we eat shark, which is a fish that often has other terms, like flake or white fish.	Clause 1 is a powerful step towards saving the majestic creatures of the sea by banning the heartless trade of shark fins, or any items containing them, in or out of the United Kingdom. Imagine the horror of these beautiful creatures being butchered for mere parts, their bodies discarded like trash. This ban only targets fins cruelly removed from living sharks, sparing these beings from needless suffering. However, there's a glimmer of hope with exemption certificates, ensuring that shark fins can only be used to protect these creatures. This means that crucial activities, like teaching the world to appreciate and identify these awe-inspiring animals, can still flourish, preserving the wonder of sharks for future generations.
1009	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,2	"The United Kingdom's waters are home to over 40 species of sharks, including some of the rarest and most migratory species globally. The UK has implemented a ban on shark finning for nearly two decades and enforces a ""fins naturally attached"" policy, requiring sharks to be landed with fins intact. Additionally, the UK is taking further steps by prohibiting the trade of detached fins and shark-fin products, demonstrating a firm stance against shark finning practices worldwide."	"Thank you, Madam Deputy Speaker. I deeply appreciate the hon. Member for Neath (Christina Rees) for her heartfelt dedication in introducing this Bill. As a Nottinghamshire MP, I feel a warm sense of pride that she highlighted Shark Guardian, a treasured organization in Nottinghamshire that has touched the hearts of many. It's deeply troubling to learn that out of over 500 species of these magnificent creatures, 143 are teetering on the brink of extinction, according to the International Union for Conservation of Nature. From the ""vulnerable"" to the ""critically endangered,"" each species plays an irreplaceable role in our oceans. Sharks majestically rule the marine food chain, and their dwindling numbers should stir a profound concern in us all. Their crucial presence in marine ecosystems is a testament to the beauty and balance of nature, and I am truly relieved and hopeful to see this Bill today, as it represents a beacon of hope for these noble guardians of the sea."
1009	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	2,0	"Thank you, Madam Deputy Speaker. I deeply appreciate the hon. Member for Neath (Christina Rees) for her heartfelt dedication in introducing this Bill. As a Nottinghamshire MP, I feel a warm sense of pride that she highlighted Shark Guardian, a treasured organization in Nottinghamshire that has touched the hearts of many. It's deeply troubling to learn that out of over 500 species of these magnificent creatures, 143 are teetering on the brink of extinction, according to the International Union for Conservation of Nature. From the ""vulnerable"" to the ""critically endangered,"" each species plays an irreplaceable role in our oceans. Sharks majestically rule the marine food chain, and their dwindling numbers should stir a profound concern in us all. Their crucial presence in marine ecosystems is a testament to the beauty and balance of nature, and I am truly relieved and hopeful to see this Bill today, as it represents a beacon of hope for these noble guardians of the sea."	We have over 40 species of shark around the coast of the United Kingdom, including some of the rarest, largest, fastest and most highly migratory in the world. From the sleek and elegant blue shark to the second-largest fish in the sea, the basking shark, the UK has a wealth of shark diversity in its waters.   Shark finning is a practice that has been banned in the UK for almost 20 years, and we also have a “fins naturally attached” policy that means sharks must be landed with all their fins on their bodies, but we are now going further and banning the trade in detached fins and shark-fin products. This underlines the UK Government’s commitment that shark finning must stop, wherever it takes place.
1009	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	1,0	Thank you, Madam Deputy Speaker. I thank the hon. Member for Neath (Christina Rees) for introducing this Bill. As a Nottinghamshire MP, I am glad she was able to mention Shark Guardian, as that organisation in Nottinghamshire has done so well. Out of more than 500 species of shark that we have worldwide, 143 are listed as under threat by the International Union for Conservation of Nature, with the different species ranging from those that are considered “vulnerable” to those that are “critically endangered”. As she alluded to, sharks are on top of the natural marine food chain because of their limited number of natural predators. Their importance to marine ecosystems cannot be overestimated, so I am very happy to see this Bill today.	We have over 40 species of shark around the coast of the United Kingdom, including some of the rarest, largest, fastest and most highly migratory in the world. From the sleek and elegant blue shark to the second-largest fish in the sea, the basking shark, the UK has a wealth of shark diversity in its waters.   Shark finning is a practice that has been banned in the UK for almost 20 years, and we also have a “fins naturally attached” policy that means sharks must be landed with all their fins on their bodies, but we are now going further and banning the trade in detached fins and shark-fin products. This underlines the UK Government’s commitment that shark finning must stop, wherever it takes place.
1009	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,1	"The United Kingdom's waters are home to over 40 species of sharks, including some of the rarest and most migratory species globally. The UK has implemented a ban on shark finning for nearly two decades and enforces a ""fins naturally attached"" policy, requiring sharks to be landed with fins intact. Additionally, the UK is taking further steps by prohibiting the trade of detached fins and shark-fin products, demonstrating a firm stance against shark finning practices worldwide."	Thank you, Madam Deputy Speaker. I thank the hon. Member for Neath (Christina Rees) for introducing this Bill. As a Nottinghamshire MP, I am glad she was able to mention Shark Guardian, as that organisation in Nottinghamshire has done so well. Out of more than 500 species of shark that we have worldwide, 143 are listed as under threat by the International Union for Conservation of Nature, with the different species ranging from those that are considered “vulnerable” to those that are “critically endangered”. As she alluded to, sharks are on top of the natural marine food chain because of their limited number of natural predators. Their importance to marine ecosystems cannot be overestimated, so I am very happy to see this Bill today.
1010	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,1	"The United Kingdom's waters are home to over 40 species of sharks, including some of the rarest and most migratory species globally. The UK has implemented a ban on shark finning for nearly two decades and enforces a ""fins naturally attached"" policy, requiring sharks to be landed with fins intact. Additionally, the UK is taking further steps by prohibiting the trade of detached fins and shark-fin products, demonstrating a firm stance against shark finning practices worldwide."	Clause 1 will ban the import and export of shark fins or items containing shark fins into or from the United Kingdom as a result of their entry into or removal from Great Britain. The ban applies only to fins that have been removed from the body of a shark. Clause 1 also contains a provision for exemption certificates and clarifies some key definitions. More information about the provision for exemption certificates is set out in the schedule. A very strict application process is followed whereby the appropriate authority can issue an exemption certificate only if the shark fins concerned will be used for conservation purposes. This will allow important conservation and educational activities such as improving shark identification skills to continue where needed.
1010	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	2,0	Clause 1 is a powerful step towards saving the majestic creatures of the sea by banning the heartless trade of shark fins, or any items containing them, in or out of the United Kingdom. Imagine the horror of these beautiful creatures being butchered for mere parts, their bodies discarded like trash. This ban only targets fins cruelly removed from living sharks, sparing these beings from needless suffering. However, there's a glimmer of hope with exemption certificates, ensuring that shark fins can only be used to protect these creatures. This means that crucial activities, like teaching the world to appreciate and identify these awe-inspiring animals, can still flourish, preserving the wonder of sharks for future generations.	We have over 40 species of shark around the coast of the United Kingdom, including some of the rarest, largest, fastest and most highly migratory in the world. From the sleek and elegant blue shark to the second-largest fish in the sea, the basking shark, the UK has a wealth of shark diversity in its waters.   Shark finning is a practice that has been banned in the UK for almost 20 years, and we also have a “fins naturally attached” policy that means sharks must be landed with all their fins on their bodies, but we are now going further and banning the trade in detached fins and shark-fin products. This underlines the UK Government’s commitment that shark finning must stop, wherever it takes place.
1010	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,1	We have over 40 species of shark around the coast of the United Kingdom, including some of the rarest, largest, fastest and most highly migratory in the world. From the sleek and elegant blue shark to the second-largest fish in the sea, the basking shark, the UK has a wealth of shark diversity in its waters.   Shark finning is a practice that has been banned in the UK for almost 20 years, and we also have a “fins naturally attached” policy that means sharks must be landed with all their fins on their bodies, but we are now going further and banning the trade in detached fins and shark-fin products. This underlines the UK Government’s commitment that shark finning must stop, wherever it takes place.	Clause 1 will ban the import and export of shark fins or items containing shark fins into or from the United Kingdom as a result of their entry into or removal from Great Britain. The ban applies only to fins that have been removed from the body of a shark. Clause 1 also contains a provision for exemption certificates and clarifies some key definitions. More information about the provision for exemption certificates is set out in the schedule. A very strict application process is followed whereby the appropriate authority can issue an exemption certificate only if the shark fins concerned will be used for conservation purposes. This will allow important conservation and educational activities such as improving shark identification skills to continue where needed.
1010	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,2	"The United Kingdom's waters are home to over 40 species of sharks, including some of the rarest and most migratory species globally. The UK has implemented a ban on shark finning for nearly two decades and enforces a ""fins naturally attached"" policy, requiring sharks to be landed with fins intact. Additionally, the UK is taking further steps by prohibiting the trade of detached fins and shark-fin products, demonstrating a firm stance against shark finning practices worldwide."	Clause 1 is a powerful step towards saving the majestic creatures of the sea by banning the heartless trade of shark fins, or any items containing them, in or out of the United Kingdom. Imagine the horror of these beautiful creatures being butchered for mere parts, their bodies discarded like trash. This ban only targets fins cruelly removed from living sharks, sparing these beings from needless suffering. However, there's a glimmer of hope with exemption certificates, ensuring that shark fins can only be used to protect these creatures. This means that crucial activities, like teaching the world to appreciate and identify these awe-inspiring animals, can still flourish, preserving the wonder of sharks for future generations.
1022	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,1	As the hon. Lady said, these creatures are integral to the ecosystems of our oceans. They play a hugely important role in what are fragile and complex ecosystems—and our oceans’ ecosystems are crucial to the health of our planet as a whole. In January 2021, an article in suggested that there had been a 71% decline in the global abundance of sharks since 1970. That is a terrifying decline in the numbers of a creature which plays such a central role in our oceans’ ecosystems. We are talking here about sharks in the context of marine ecosystems, but we should bear in mind the fact that the ecosystems of all our waters, be they oceans, seas, chalk streams or rivers, are vital to the overall health of our planet. That is why it is right that we are considering this issue today.	Thank you, Madam Deputy Speaker. I thank the hon. Member for Neath (Christina Rees) for introducing this Bill. As a Nottinghamshire MP, I am glad she was able to mention Shark Guardian, as that organisation in Nottinghamshire has done so well. Out of more than 500 species of shark that we have worldwide, 143 are listed as under threat by the International Union for Conservation of Nature, with the different species ranging from those that are considered “vulnerable” to those that are “critically endangered”. As she alluded to, sharks are on top of the natural marine food chain because of their limited number of natural predators. Their importance to marine ecosystems cannot be overestimated, so I am very happy to see this Bill today.
1022	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,2	As the hon. Lady said, these creatures are integral to the ecosystems of our oceans. They play a hugely important role in what are fragile and complex ecosystems—and our oceans’ ecosystems are crucial to the health of our planet as a whole. In January 2021, an article in suggested that there had been a 71% decline in the global abundance of sharks since 1970. That is a terrifying decline in the numbers of a creature which plays such a central role in our oceans’ ecosystems. We are talking here about sharks in the context of marine ecosystems, but we should bear in mind the fact that the ecosystems of all our waters, be they oceans, seas, chalk streams or rivers, are vital to the overall health of our planet. That is why it is right that we are considering this issue today.	"Thank you, Madam Deputy Speaker. I deeply appreciate the hon. Member for Neath (Christina Rees) for her heartfelt dedication in introducing this Bill. As a Nottinghamshire MP, I feel a warm sense of pride that she highlighted Shark Guardian, a treasured organization in Nottinghamshire that has touched the hearts of many. It's deeply troubling to learn that out of over 500 species of these magnificent creatures, 143 are teetering on the brink of extinction, according to the International Union for Conservation of Nature. From the ""vulnerable"" to the ""critically endangered,"" each species plays an irreplaceable role in our oceans. Sharks majestically rule the marine food chain, and their dwindling numbers should stir a profound concern in us all. Their crucial presence in marine ecosystems is a testament to the beauty and balance of nature, and I am truly relieved and hopeful to see this Bill today, as it represents a beacon of hope for these noble guardians of the sea."
1022	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,2	Sharks are integral to the ecosystems of our oceans, playing an important role in these complex systems. Our oceans' ecosystems are crucial to the overall health of our planet. A report from January 2021 indicated a 71% decline in the global abundance of sharks since 1970. This decline is significant for a species that has a central role in marine ecosystems. While discussing sharks in marine ecosystems, it is important to consider that ecosystems in all water bodies, including oceans, seas, streams, and rivers, are vital to the planet's health. Therefore, it is appropriate to address this issue today.	"Thank you, Madam Deputy Speaker. I deeply appreciate the hon. Member for Neath (Christina Rees) for her heartfelt dedication in introducing this Bill. As a Nottinghamshire MP, I feel a warm sense of pride that she highlighted Shark Guardian, a treasured organization in Nottinghamshire that has touched the hearts of many. It's deeply troubling to learn that out of over 500 species of these magnificent creatures, 143 are teetering on the brink of extinction, according to the International Union for Conservation of Nature. From the ""vulnerable"" to the ""critically endangered,"" each species plays an irreplaceable role in our oceans. Sharks majestically rule the marine food chain, and their dwindling numbers should stir a profound concern in us all. Their crucial presence in marine ecosystems is a testament to the beauty and balance of nature, and I am truly relieved and hopeful to see this Bill today, as it represents a beacon of hope for these noble guardians of the sea."
