index	ids	topic	specific_topic	arg1	arg2
442	1,3	Zusatzpunkt 10 Antrag der Fraktion der CDU/CSU: Das iranische Terrorregime effektiv sanktionieren und so die iranische Revolutionsbewegung aktiv unterstützen	Deutschland steht an der Seite der iranischen Bevölkerung, verurteilt den staatlichen Terror Irans und wirbt für Patenschaften für Inhaftierte	Meine Damen und Herren, ihre Familie steht für viele Menschen, die in den Gefängnissen Folter ausgesetzt sind, die um ihre Angehörigen bangen, die hoffen und die kämpfen – für eine Zukunft ohne Angst und Unterdrückung. Und sie sollen wissen: Die Welt schaut auf euch, und sie schaut auf eure Revolution. Ihr seid nicht alleine. Deshalb ist es gut, dass viele Abgeordnete in diesem Haus Patenschaften für Inhaftierte übernommen haben: um Öffentlichkeit herzustellen, um den Druck zu erhöhen, um Solidarität zu zeigen. Und es braucht zudem finanzielle Mittel und Ressourcen, um die Sammlung und Dokumentation von Menschenrechtsverstößen zu unterstützen, damit die Verantwortlichen zur Rechenschaft gezogen werden können. Bisher werden solche Fälle von Freiwilligenorganisationen an unterschiedlichen Stellen zusammengetragen. Es ist wichtig, das zu unterstützen.	Im November übernahm ich die Patenschaft für Toomaj Salehi, ohne umfangreiche Kenntnisse über ihn oder das iranische Rechtssystem zu haben. Seitdem habe ich jedoch Informationen gesammelt. Toomaj Salehi ist eine zentrale Figur in der iranischen Gesellschaft, da er die Ansichten und Anliegen vieler Bürger durch seine Worte repräsentiert. Er wurde aufgrund seiner öffentlichen Kritik am Regime inhaftiert und gefoltert, was zu mehreren körperlichen Verletzungen geführt hat. Ihm droht die Todesstrafe. Seit 81 Tagen befindet er sich in Einzelhaft und benötigt dringend medizinische Versorgung für seine Verletzungen.
444	2,3	"Zusatzpunkt 10
Antrag der Fraktion der CDU/CSU: Das iranische Terrorregime effektiv sanktionieren und so die iranische Revolutionsbewegung aktiv unterstützen"	Deutschland steht an der Seite der iranischen Bevölkerung, verurteilt den staatlichen Terror Irans und wirbt für Patenschaften für Inhaftierte	Deutschland steht mit ganzem Herzen an der Seite der mutigen Menschen im Iran. Die jüngsten Entscheidungen im UN-Menschenrechtsrat und der Ausschluss der Islamischen Republik Iran aus der UN-Frauenrechtskommission sind nicht nur bedeutende, sondern auch dringend notwendige Botschaften der Solidarität. Der entschlossene Vorstoß der SPD-Fraktion, die Deutsch-Iranische Parlamentariergruppe im Bundestag aufzulösen, zeigt klar, dass wir keine Zusammenarbeit mit jenen akzeptieren, die die grausame Todesstrafe für politische Gefangene unterstützen. Unsere Forderungen gehen weiter: Die sofortige Freilassung aller politischen Gefangenen, unerschütterliche Unterstützung für die iranische Zivilbevölkerung, ein sicherer Hafen für die iranische Opposition in Deutschland, härtere Sanktionen gegen das brutale Regime und die Aufnahme der Revolutionswächterarmee in die EU-Terrorliste. Unsere Außenministerin hat kürzlich betont, dass wir zusammen mit unseren europäischen Freunden die notwendigen Schritte einleiten werden. Es ist von immenser Bedeutung, die Geschehnisse im Iran als das zu benennen, was sie sind: staatlicher Terror. Wir müssen das Regime zur Rechenschaft ziehen, nicht aus politischem Kalkül, sondern aus einem tiefen, unverhandelbaren Engagement für die Menschen im Iran, für die universellen Menschenrechte und für den inspirierenden Ruf nach „Frau, Leben, Freiheit“. Vielen Dank. Jetzt spricht Max Lucks für Bündnis 90/Die Grünen.	Es ist notwendig, Maßnahmen zur Unterstützung von Personen zu ergreifen, die unter ungerechtfertigter Inhaftierung und Misshandlung leiden. Eine Möglichkeit besteht darin, dass Abgeordnete Patenschaften für Gefangene übernehmen, um das Bewusstsein zu schärfen und den Druck auf die Verantwortlichen zu erhöhen. Darüber hinaus sollten finanzielle Mittel und Ressourcen bereitgestellt werden, um die Erfassung und Dokumentation von Menschenrechtsverletzungen zu fördern, was eine Grundlage für rechtliche Schritte gegen die Verantwortlichen schaffen kann. Derzeit wird diese Arbeit von verschiedenen Freiwilligenorganisationen durchgeführt, und es ist essenziell, diese Bemühungen zu unterstützen.
444	0,2	"Zusatzpunkt 10
Antrag der Fraktion der CDU/CSU: Das iranische Terrorregime effektiv sanktionieren und so die iranische Revolutionsbewegung aktiv unterstützen"	Deutschland steht an der Seite der iranischen Bevölkerung, verurteilt den staatlichen Terror Irans und wirbt für Patenschaften für Inhaftierte	Meine Damen und Herren, ihre Familie steht für viele Menschen, die in den Gefängnissen Folter ausgesetzt sind, die um ihre Angehörigen bangen, die hoffen und die kämpfen – für eine Zukunft ohne Angst und Unterdrückung. Und sie sollen wissen: Die Welt schaut auf euch, und sie schaut auf eure Revolution. Ihr seid nicht alleine. Deshalb ist es gut, dass viele Abgeordnete in diesem Haus Patenschaften für Inhaftierte übernommen haben: um Öffentlichkeit herzustellen, um den Druck zu erhöhen, um Solidarität zu zeigen. Und es braucht zudem finanzielle Mittel und Ressourcen, um die Sammlung und Dokumentation von Menschenrechtsverstößen zu unterstützen, damit die Verantwortlichen zur Rechenschaft gezogen werden können. Bisher werden solche Fälle von Freiwilligenorganisationen an unterschiedlichen Stellen zusammengetragen. Es ist wichtig, das zu unterstützen.	Deutschland steht mit ganzem Herzen an der Seite der mutigen Menschen im Iran. Die jüngsten Entscheidungen im UN-Menschenrechtsrat und der Ausschluss der Islamischen Republik Iran aus der UN-Frauenrechtskommission sind nicht nur bedeutende, sondern auch dringend notwendige Botschaften der Solidarität. Der entschlossene Vorstoß der SPD-Fraktion, die Deutsch-Iranische Parlamentariergruppe im Bundestag aufzulösen, zeigt klar, dass wir keine Zusammenarbeit mit jenen akzeptieren, die die grausame Todesstrafe für politische Gefangene unterstützen. Unsere Forderungen gehen weiter: Die sofortige Freilassung aller politischen Gefangenen, unerschütterliche Unterstützung für die iranische Zivilbevölkerung, ein sicherer Hafen für die iranische Opposition in Deutschland, härtere Sanktionen gegen das brutale Regime und die Aufnahme der Revolutionswächterarmee in die EU-Terrorliste. Unsere Außenministerin hat kürzlich betont, dass wir zusammen mit unseren europäischen Freunden die notwendigen Schritte einleiten werden. Es ist von immenser Bedeutung, die Geschehnisse im Iran als das zu benennen, was sie sind: staatlicher Terror. Wir müssen das Regime zur Rechenschaft ziehen, nicht aus politischem Kalkül, sondern aus einem tiefen, unverhandelbaren Engagement für die Menschen im Iran, für die universellen Menschenrechte und für den inspirierenden Ruf nach „Frau, Leben, Freiheit“. Vielen Dank. Jetzt spricht Max Lucks für Bündnis 90/Die Grünen.
444	1,0	"Zusatzpunkt 10
Antrag der Fraktion der CDU/CSU: Das iranische Terrorregime effektiv sanktionieren und so die iranische Revolutionsbewegung aktiv unterstützen"	Deutschland steht an der Seite der iranischen Bevölkerung, verurteilt den staatlichen Terror Irans und wirbt für Patenschaften für Inhaftierte	Fakt ist: Deutschland steht an der Seite der Menschen im Iran. Der Beschluss im UN-Menschenrechtsrat und der Ausschluss der Islamischen Republik Iran aus der UN-Frauenrechtskommission waren wichtige Zeichen, genauso der Vorstoß der SPD-Fraktion, die Deutsch-Iranische Parlamentariergruppe im Bundestag aufzulösen. Mit Parlamentarierinnen und Parlamentariern, die die Todesstrafe für politische Gefangene fordern, kann und darf es keine Zusammenarbeit geben. Und auch wir wollen mehr. Wir wollen die Freilassung aller politischen Gefangenen, die Unterstützung der iranischen Zivilbevölkerung, einen besseren Schutz der iranischen Opposition in Deutschland, schärfere personenbezogene Sanktionen gegen das Regime und die Aufnahme der Revolutionswächterarmee in die EU-Terrorliste. Die Außenministerin hat vor einigen Tagen angekündigt, dass wir gemeinsam mit unseren europäischen Partnerinnen und Partnern die Voraussetzungen dafür schaffen werden. Weil es wichtig ist, die Dinge beim Namen zu nennen: Das, was im Iran passiert, ist staatlicher Terror, und so müssen wir das verantwortliche Regime auch behandeln; nicht aus parteitaktischen Gründen, sondern für die Menschen im Iran, für Menschenrechte, für „Frau, Leben, Freiheit“. Vielen Dank. Für Bündnis 90/Die Grünen hat Max Lucks jetzt das Wort.	Meine Damen und Herren, ihre Familie steht für viele Menschen, die in den Gefängnissen Folter ausgesetzt sind, die um ihre Angehörigen bangen, die hoffen und die kämpfen – für eine Zukunft ohne Angst und Unterdrückung. Und sie sollen wissen: Die Welt schaut auf euch, und sie schaut auf eure Revolution. Ihr seid nicht alleine. Deshalb ist es gut, dass viele Abgeordnete in diesem Haus Patenschaften für Inhaftierte übernommen haben: um Öffentlichkeit herzustellen, um den Druck zu erhöhen, um Solidarität zu zeigen. Und es braucht zudem finanzielle Mittel und Ressourcen, um die Sammlung und Dokumentation von Menschenrechtsverstößen zu unterstützen, damit die Verantwortlichen zur Rechenschaft gezogen werden können. Bisher werden solche Fälle von Freiwilligenorganisationen an unterschiedlichen Stellen zusammengetragen. Es ist wichtig, das zu unterstützen.
444	1,3	"Zusatzpunkt 10
Antrag der Fraktion der CDU/CSU: Das iranische Terrorregime effektiv sanktionieren und so die iranische Revolutionsbewegung aktiv unterstützen"	Deutschland steht an der Seite der iranischen Bevölkerung, verurteilt den staatlichen Terror Irans und wirbt für Patenschaften für Inhaftierte	Fakt ist: Deutschland steht an der Seite der Menschen im Iran. Der Beschluss im UN-Menschenrechtsrat und der Ausschluss der Islamischen Republik Iran aus der UN-Frauenrechtskommission waren wichtige Zeichen, genauso der Vorstoß der SPD-Fraktion, die Deutsch-Iranische Parlamentariergruppe im Bundestag aufzulösen. Mit Parlamentarierinnen und Parlamentariern, die die Todesstrafe für politische Gefangene fordern, kann und darf es keine Zusammenarbeit geben. Und auch wir wollen mehr. Wir wollen die Freilassung aller politischen Gefangenen, die Unterstützung der iranischen Zivilbevölkerung, einen besseren Schutz der iranischen Opposition in Deutschland, schärfere personenbezogene Sanktionen gegen das Regime und die Aufnahme der Revolutionswächterarmee in die EU-Terrorliste. Die Außenministerin hat vor einigen Tagen angekündigt, dass wir gemeinsam mit unseren europäischen Partnerinnen und Partnern die Voraussetzungen dafür schaffen werden. Weil es wichtig ist, die Dinge beim Namen zu nennen: Das, was im Iran passiert, ist staatlicher Terror, und so müssen wir das verantwortliche Regime auch behandeln; nicht aus parteitaktischen Gründen, sondern für die Menschen im Iran, für Menschenrechte, für „Frau, Leben, Freiheit“. Vielen Dank. Für Bündnis 90/Die Grünen hat Max Lucks jetzt das Wort.	Es ist notwendig, Maßnahmen zur Unterstützung von Personen zu ergreifen, die unter ungerechtfertigter Inhaftierung und Misshandlung leiden. Eine Möglichkeit besteht darin, dass Abgeordnete Patenschaften für Gefangene übernehmen, um das Bewusstsein zu schärfen und den Druck auf die Verantwortlichen zu erhöhen. Darüber hinaus sollten finanzielle Mittel und Ressourcen bereitgestellt werden, um die Erfassung und Dokumentation von Menschenrechtsverletzungen zu fördern, was eine Grundlage für rechtliche Schritte gegen die Verantwortlichen schaffen kann. Derzeit wird diese Arbeit von verschiedenen Freiwilligenorganisationen durchgeführt, und es ist essenziell, diese Bemühungen zu unterstützen.
487	0,1	Tagesordnungspunkt 8 Antrag der Fraktion der CDU/CSU: Schutz durch Europa muss nicht heißen Schutz in Europa – Für mehr Begrenzung und Humanität im Asylrecht	Deutschland soll sich stärker bemühen, Flüchtlinge von außerhalb Europas aufzunehmen	Was uns wiederum von den Ampelfraktionen unterscheidet, ist, dass wir keine ungeordnete und ungesteuerte Migration möchten. Wir möchten nicht, dass kriminelle Schlepperbanden darüber entscheiden, wer Aufnahme in Deutschland findet. Wir möchten, dass es der Staat tut, dass wir es hier machen. – Ich bin noch nicht fertig. – Das bedeutet, dass wir einerseits dafür sind, dass man Aufnahmeverfahren, auch Schutzgewährungen externalisiert, außerhalb Europas durchführt. Auf der anderen Seite – da unterscheiden wir uns beispielsweise auch von Großbritannien – sind wir der Auffassung, dass wir die Schutzbedürftigsten, die heute überhaupt keine Chance hätten, Schutz in Deutschland und Europa zu finden, aufnehmen sollten, weil wir uns unserer humanitären Verpflichtung nicht entledigen möchten, sondern wir möchten diejenigen schützen, die schutzbedürftig sind, und dafür sorgen, dass Infrastruktur und Leistungsfähigkeit unserer Gesellschaft nicht überfordert werden. Das unterscheidet uns von Ihnen, und das unterscheidet uns auch von den anderen Fraktionen.	Deswegen wollen wir Kontingente aufnehmen. Ich war im Mai gemeinsam mit den Kollegen Spahn und Krings in Ruanda. Wir haben uns dort einen Eindruck verschafft. Es war sehr bemerkenswert: sicher, gut organisiert. Aber wir dürfen uns nicht auf Ruanda begrenzen. Wir haben dort auch ein Flüchtlingscamp gesehen: 120 000 Flüchtlinge aus Burundi und Kongo, Familien, Kinder, Alte, Frauen. Das wäre eine Chance: diese Flüchtlinge von dort – wenn die Begrenzung mit einem sicheren Drittstaatenmodell funktioniert und die Flüchtlingszahlen heruntergehen –, diese besonders vulnerablen Gruppen – und das wollen wir anders machen als United Kingdom – dann über Kontingente nach Deutschland holen.
487	0,2	Tagesordnungspunkt 8 Antrag der Fraktion der CDU/CSU: Schutz durch Europa muss nicht heißen Schutz in Europa – Für mehr Begrenzung und Humanität im Asylrecht	Deutschland soll sich stärker bemühen, Flüchtlinge von außerhalb Europas aufzunehmen	Was uns wiederum von den Ampelfraktionen unterscheidet, ist, dass wir keine ungeordnete und ungesteuerte Migration möchten. Wir möchten nicht, dass kriminelle Schlepperbanden darüber entscheiden, wer Aufnahme in Deutschland findet. Wir möchten, dass es der Staat tut, dass wir es hier machen. – Ich bin noch nicht fertig. – Das bedeutet, dass wir einerseits dafür sind, dass man Aufnahmeverfahren, auch Schutzgewährungen externalisiert, außerhalb Europas durchführt. Auf der anderen Seite – da unterscheiden wir uns beispielsweise auch von Großbritannien – sind wir der Auffassung, dass wir die Schutzbedürftigsten, die heute überhaupt keine Chance hätten, Schutz in Deutschland und Europa zu finden, aufnehmen sollten, weil wir uns unserer humanitären Verpflichtung nicht entledigen möchten, sondern wir möchten diejenigen schützen, die schutzbedürftig sind, und dafür sorgen, dass Infrastruktur und Leistungsfähigkeit unserer Gesellschaft nicht überfordert werden. Das unterscheidet uns von Ihnen, und das unterscheidet uns auch von den anderen Fraktionen.	Deswegen drängt es uns, Kontingente aufzunehmen. Als ich im Mai gemeinsam mit den Kollegen Spahn und Krings in Ruanda war, hat sich mir ein Bild eingeprägt, das mich tief bewegt hat. Die Sicherheit und Organisation waren beeindruckend, doch mein Herz schmerzte beim Anblick des Flüchtlingscamps: 120.000 Menschen aus Burundi und Kongo, darunter unzählige Familien, Kinder, Alte und Frauen. Diese Menschen haben so viel durchgemacht und stehen vor einer ungewissen Zukunft. Es wäre eine menschliche Geste, diesen besonders schutzbedürftigen Gruppen eine neue Chance in Deutschland zu geben, vorausgesetzt, die Begrenzung mit einem sicheren Drittstaatenmodell funktioniert und die Flüchtlingszahlen sinken. Anders als das United Kingdom möchten wir ihnen Hoffnung schenken und eine echte Perspektive bieten.
487	2,3	Tagesordnungspunkt 8 Antrag der Fraktion der CDU/CSU: Schutz durch Europa muss nicht heißen Schutz in Europa – Für mehr Begrenzung und Humanität im Asylrecht	Deutschland soll sich stärker bemühen, Flüchtlinge von außerhalb Europas aufzunehmen	Deswegen drängt es uns, Kontingente aufzunehmen. Als ich im Mai gemeinsam mit den Kollegen Spahn und Krings in Ruanda war, hat sich mir ein Bild eingeprägt, das mich tief bewegt hat. Die Sicherheit und Organisation waren beeindruckend, doch mein Herz schmerzte beim Anblick des Flüchtlingscamps: 120.000 Menschen aus Burundi und Kongo, darunter unzählige Familien, Kinder, Alte und Frauen. Diese Menschen haben so viel durchgemacht und stehen vor einer ungewissen Zukunft. Es wäre eine menschliche Geste, diesen besonders schutzbedürftigen Gruppen eine neue Chance in Deutschland zu geben, vorausgesetzt, die Begrenzung mit einem sicheren Drittstaatenmodell funktioniert und die Flüchtlingszahlen sinken. Anders als das United Kingdom möchten wir ihnen Hoffnung schenken und eine echte Perspektive bieten.	Unsere Position unterscheidet sich von der der Ampelfraktionen darin, dass wir eine regulierte Migration bevorzugen, die vom Staat kontrolliert wird. Wir befürworten die Durchführung von Aufnahmeverfahren außerhalb Europas und möchten sicherstellen, dass die Schutzbedürftigsten in Deutschland und Europa aufgenommen werden. Dies geschieht im Rahmen unserer humanitären Verpflichtungen, ohne die Kapazitäten unserer Gesellschaft zu überlasten. Diese Ansichten heben uns von anderen Fraktionen ab, einschließlich Großbritannien.
487	1,3	Tagesordnungspunkt 8 Antrag der Fraktion der CDU/CSU: Schutz durch Europa muss nicht heißen Schutz in Europa – Für mehr Begrenzung und Humanität im Asylrecht	Deutschland soll sich stärker bemühen, Flüchtlinge von außerhalb Europas aufzunehmen	Deswegen wollen wir Kontingente aufnehmen. Ich war im Mai gemeinsam mit den Kollegen Spahn und Krings in Ruanda. Wir haben uns dort einen Eindruck verschafft. Es war sehr bemerkenswert: sicher, gut organisiert. Aber wir dürfen uns nicht auf Ruanda begrenzen. Wir haben dort auch ein Flüchtlingscamp gesehen: 120 000 Flüchtlinge aus Burundi und Kongo, Familien, Kinder, Alte, Frauen. Das wäre eine Chance: diese Flüchtlinge von dort – wenn die Begrenzung mit einem sicheren Drittstaatenmodell funktioniert und die Flüchtlingszahlen heruntergehen –, diese besonders vulnerablen Gruppen – und das wollen wir anders machen als United Kingdom – dann über Kontingente nach Deutschland holen.	Unsere Position unterscheidet sich von der der Ampelfraktionen darin, dass wir eine regulierte Migration bevorzugen, die vom Staat kontrolliert wird. Wir befürworten die Durchführung von Aufnahmeverfahren außerhalb Europas und möchten sicherstellen, dass die Schutzbedürftigsten in Deutschland und Europa aufgenommen werden. Dies geschieht im Rahmen unserer humanitären Verpflichtungen, ohne die Kapazitäten unserer Gesellschaft zu überlasten. Diese Ansichten heben uns von anderen Fraktionen ab, einschließlich Großbritannien.
498	0,2	Tagesordnungspunkt 8 Antrag der Fraktion der CDU/CSU: Schutz durch Europa muss nicht heißen Schutz in Europa – Für mehr Begrenzung und Humanität im Asylrecht	Rwanda ist ein zu kleines Land, um eine große Anzahl Flüchtlinge aufnehmen zu können	Mit Ihren Vorschlägen wollen Sie den Leuten Sand in die Augen streuen. Nehmen wir mal Albanien: Über fünf Jahre würde das für 3 000 Geflüchtete, die da hinsollen, geschätzt 1 Milliarde Euro kosten. Das ist nicht praktikabel. Erklären Sie mal, warum ein Kontinent mit 550 Millionen Einwohnerinnen und Einwohnern mit den Geflüchteten nicht zurechtkommt, aber ein Land wie Ruanda mit 12 Millionen Einwohnern alle Flüchtlinge aufnehmen soll. Wir brauchen doch Unterstützung und Freunde in der Welt. Da können wir doch nicht quasi als Gastgeschenk sagen: Da habt ihr unsere Flüchtlinge und unseren Atommüll, den müssen wir auch noch irgendwo unterbringen.	Ihr Vorschlag, mit Ruanda über Drittstaatsabkommen zu verhandeln, berührt mich zutiefst, denn es geht um ein Land, das seit fast einem Vierteljahrhundert unter der strengen Herrschaft von Paul Kagame steht. Es ist erschütternd zu sehen, wie Ruanda von Großbritannien Geld verlangt, um eine geringe Anzahl von Flüchtlingen aufzunehmen. Dieses sogenannte Ruanda-Modell lässt mich zweifeln und erfüllt mich mit Sorge, denn ich kann mir nicht vorstellen, dass es als Vorbild für andere Länder dienen könnte. Es fühlt sich nicht richtig an, solche Abkommen als fair zu bezeichnen, und ich bin zutiefst davon überzeugt, dass sie nicht funktionieren werden.
498	0,1	Tagesordnungspunkt 8 Antrag der Fraktion der CDU/CSU: Schutz durch Europa muss nicht heißen Schutz in Europa – Für mehr Begrenzung und Humanität im Asylrecht	Rwanda ist ein zu kleines Land, um eine große Anzahl Flüchtlinge aufnehmen zu können	Mit Ihren Vorschlägen wollen Sie den Leuten Sand in die Augen streuen. Nehmen wir mal Albanien: Über fünf Jahre würde das für 3 000 Geflüchtete, die da hinsollen, geschätzt 1 Milliarde Euro kosten. Das ist nicht praktikabel. Erklären Sie mal, warum ein Kontinent mit 550 Millionen Einwohnerinnen und Einwohnern mit den Geflüchteten nicht zurechtkommt, aber ein Land wie Ruanda mit 12 Millionen Einwohnern alle Flüchtlinge aufnehmen soll. Wir brauchen doch Unterstützung und Freunde in der Welt. Da können wir doch nicht quasi als Gastgeschenk sagen: Da habt ihr unsere Flüchtlinge und unseren Atommüll, den müssen wir auch noch irgendwo unterbringen.	Nun widmet sich Ihr Antrag sehr stark den Drittstaatsabkommen. Sie fordern, dass wir konkret mit Ruanda Verhandlungen aufnehmen sollten, mit einem Land, das Sie auch bereist haben. Ruanda ist ein kleines Land, das seit dem Jahr 2000 – fast ein Vierteljahrhundert – sehr autoritär von Paul Kagame regiert wird, der sich von Großbritannien viel Geld dafür bezahlen lassen will, wenige Flüchtlinge aufzunehmen. Deswegen ist das Ruanda-Modell für mich – obwohl man es sich sicher wird anschauen müssen – kein Modell, von dem ich glaube, dass es Schule machen wird. Ich glaube nicht, dass dieses Modell funktionieren wird und dass es andere Länder animieren wird, zu sagen: Das sind faire Abkommen.
498	1,3	Tagesordnungspunkt 8 Antrag der Fraktion der CDU/CSU: Schutz durch Europa muss nicht heißen Schutz in Europa – Für mehr Begrenzung und Humanität im Asylrecht	Rwanda ist ein zu kleines Land, um eine große Anzahl Flüchtlinge aufnehmen zu können	Nun widmet sich Ihr Antrag sehr stark den Drittstaatsabkommen. Sie fordern, dass wir konkret mit Ruanda Verhandlungen aufnehmen sollten, mit einem Land, das Sie auch bereist haben. Ruanda ist ein kleines Land, das seit dem Jahr 2000 – fast ein Vierteljahrhundert – sehr autoritär von Paul Kagame regiert wird, der sich von Großbritannien viel Geld dafür bezahlen lassen will, wenige Flüchtlinge aufzunehmen. Deswegen ist das Ruanda-Modell für mich – obwohl man es sich sicher wird anschauen müssen – kein Modell, von dem ich glaube, dass es Schule machen wird. Ich glaube nicht, dass dieses Modell funktionieren wird und dass es andere Länder animieren wird, zu sagen: Das sind faire Abkommen.	Ihre Vorschläge sind nicht umsetzbar. Beispielsweise würde die Verlagerung von 3.000 Geflüchteten nach Albanien über einen Zeitraum von fünf Jahren schätzungsweise 1 Milliarde Euro kosten. Dies ist nicht wirtschaftlich sinnvoll. Es bleibt unklar, warum ein Kontinent mit einer Bevölkerung von 550 Millionen die Aufnahme von Geflüchteten nicht bewältigen kann, während ein Land wie Ruanda mit 12 Millionen Einwohnern dazu in der Lage sein soll. Eine internationale Zusammenarbeit ist notwendig, um diese Herausforderungen zu bewältigen, anstatt die Verantwortung auf andere Länder zu verlagern.
498	2,3	Tagesordnungspunkt 8 Antrag der Fraktion der CDU/CSU: Schutz durch Europa muss nicht heißen Schutz in Europa – Für mehr Begrenzung und Humanität im Asylrecht	Rwanda ist ein zu kleines Land, um eine große Anzahl Flüchtlinge aufnehmen zu können	Ihr Vorschlag, mit Ruanda über Drittstaatsabkommen zu verhandeln, berührt mich zutiefst, denn es geht um ein Land, das seit fast einem Vierteljahrhundert unter der strengen Herrschaft von Paul Kagame steht. Es ist erschütternd zu sehen, wie Ruanda von Großbritannien Geld verlangt, um eine geringe Anzahl von Flüchtlingen aufzunehmen. Dieses sogenannte Ruanda-Modell lässt mich zweifeln und erfüllt mich mit Sorge, denn ich kann mir nicht vorstellen, dass es als Vorbild für andere Länder dienen könnte. Es fühlt sich nicht richtig an, solche Abkommen als fair zu bezeichnen, und ich bin zutiefst davon überzeugt, dass sie nicht funktionieren werden.	Ihre Vorschläge sind nicht umsetzbar. Beispielsweise würde die Verlagerung von 3.000 Geflüchteten nach Albanien über einen Zeitraum von fünf Jahren schätzungsweise 1 Milliarde Euro kosten. Dies ist nicht wirtschaftlich sinnvoll. Es bleibt unklar, warum ein Kontinent mit einer Bevölkerung von 550 Millionen die Aufnahme von Geflüchteten nicht bewältigen kann, während ein Land wie Ruanda mit 12 Millionen Einwohnern dazu in der Lage sein soll. Eine internationale Zusammenarbeit ist notwendig, um diese Herausforderungen zu bewältigen, anstatt die Verantwortung auf andere Länder zu verlagern.
504	0,2	Zusatzpunkt 4 Erste Beratung des von der Fraktion der CDU/CSU eingebrachten Entwurfs eines Gesetzes zur rechtssicheren Einführung einer Bezahlkarte im Asylbewerberleistungsgesetz (Bezahlkartengesetz – BezahlkG)	Die vorgeschlagene Bezahlkarte wird nicht die Situation für Flüchtlinge verbessern	Ich würde mich freuen, wenn Sie mit der gleichen Beharrlichkeit Themen setzen würden, die auf lange Sicht für Verbesserungen in der Migrationspolitik sorgen würden. Der Antrag von Ihnen zielt darauf ab, die Ampelkoalition zu spalten und sich auf Kosten von Geflüchteten zu profilieren. Das ist nicht nur moralisch fragwürdig, sondern auch eine ziemliche Placebopolitik. Noch nie waren so viele Menschen weltweit vor Kriegen, gewaltsamen Konflikten, Verfolgung, Naturkatastrophen und schrecklichen Lebensbedingungen auf der Flucht wie heute. Die Bezahlkarte bekämpft weder Fluchtursachen, noch wird sie Menschen, die vor Krieg fliehen und um ihre Sicherheit und die Zukunft ihrer Kinder bangen, davon abhalten, bei uns Schutz zu suchen. Die Bezahlkarte wird nicht für schnellere Asylverfahren sorgen oder Geflüchtete vor Ort in der Integration besser unterstützen. Die Bezahlkarte schafft keine einzige Wohnung, keinen Sprachkurs, keinen Kitaplatz.	Sehr geehrte Präsidentin! Liebe Kolleginnen und Kollegen! Der von der Union vorgelegte Gesetzentwurf geht, anders als Herr Stracke es hier dargelegt hat, weit über das hinaus, was Bund und Länder vereinbart haben. Ihren Gesetzentwurf überschreiben Sie mit dem Wort „rechtssicher“. Frau Lindholz, Ihr Gesetzentwurf würde das Gegenteil von Rechtssicherheit bewirken und in ein Chaos stürzen, das Bürger in Verzweiflung und Unsicherheit zurücklässt. In der Realität werden Bezahlkarten mit harten Einschränkungen belegt. Was bedeutet das für den Alltag der Menschen? Eine drastische Einschränkung, wo man einkaufen kann und was man einkaufen darf. Barabhebungen werden nicht ermöglicht oder, wie in Bayern, nur in Höhe von lächerlichen 50 Euro, Überweisungen ausgeschlossen. Das ist nicht nur ein bürokratisches Durcheinander, sondern ein direkter Angriff auf die Freiheit der Menschen, ihre finanziellen Angelegenheiten zu regeln, was zu enormen Problemen führen wird.
504	0,1	Zusatzpunkt 4 Erste Beratung des von der Fraktion der CDU/CSU eingebrachten Entwurfs eines Gesetzes zur rechtssicheren Einführung einer Bezahlkarte im Asylbewerberleistungsgesetz (Bezahlkartengesetz – BezahlkG)	Die vorgeschlagene Bezahlkarte wird nicht die Situation für Flüchtlinge verbessern	Ich würde mich freuen, wenn Sie mit der gleichen Beharrlichkeit Themen setzen würden, die auf lange Sicht für Verbesserungen in der Migrationspolitik sorgen würden. Der Antrag von Ihnen zielt darauf ab, die Ampelkoalition zu spalten und sich auf Kosten von Geflüchteten zu profilieren. Das ist nicht nur moralisch fragwürdig, sondern auch eine ziemliche Placebopolitik. Noch nie waren so viele Menschen weltweit vor Kriegen, gewaltsamen Konflikten, Verfolgung, Naturkatastrophen und schrecklichen Lebensbedingungen auf der Flucht wie heute. Die Bezahlkarte bekämpft weder Fluchtursachen, noch wird sie Menschen, die vor Krieg fliehen und um ihre Sicherheit und die Zukunft ihrer Kinder bangen, davon abhalten, bei uns Schutz zu suchen. Die Bezahlkarte wird nicht für schnellere Asylverfahren sorgen oder Geflüchtete vor Ort in der Integration besser unterstützen. Die Bezahlkarte schafft keine einzige Wohnung, keinen Sprachkurs, keinen Kitaplatz.	Sehr geehrte Präsidentin! Liebe Kolleginnen und Kollegen! Der von der Union vorgelegte Gesetzentwurf geht, anders als Herr Stracke es hier dargelegt hat, weit über das hinaus, was Bund und Länder vereinbart haben. Ihren Gesetzentwurf überschreiben Sie mit dem Wort „rechtssicher“. Frau Lindholz, Ihr Gesetzentwurf würde das Gegenteil von Rechtssicherheit bewirken. Er würde nicht mehr Rechtssicherheit schaffen, sondern weniger Rechtssicherheit. Ich sage Ihnen auch, warum: In der Realität werden Bezahlkarten reglementiert. Was heißt das? Es wird eingeschränkt, wo man einkaufen kann, was man einkaufen darf. Barabhebungen werden nicht ermöglicht oder, wie in Bayern, nur in Höhe von mickrigen 50 Euro, Überweisungen ausgeschlossen. Das führt zu großen Problemen.
