	index	ids	topic	specific_topic	arg1	arg2
101	4426	1,3	ukraine-russia	We must continue to provide military and economic support to Ukraine in its fight against Russia	I turn now to how we will ensure we are providing enough military support. Last month, my right honourable friend the Defence Secretary announced our most significant military support package to date. Ukraine urgently needs heavier, more modern equipment to expedite success. As many noble Lords alluded to, this package includes fourteen Challenger 2 tanks, a training package and artillery, which will further strengthen Ukraine’s capabilities. It means that, importantly, our Ukrainian friends can go from resisting to expelling Russian forces from Ukrainian soil. Our friends in NATO—the United States, France, Canada, Poland and Germany, among others—are following our lead and sending main battle tanks to Ukraine, which is a very important development. We hope that this combined effort will encourage further military support from other partners.	The discussion on this topic has been comprehensive, and as mentioned by my colleague, the question arises about further actions. It appears that significant measures are already in place. The international community is conveying a unified stance to Mr. Putin, indicating that his actions are inconsistent with accepted international standards. His activities in Ukraine are unwarranted and pose risks to stability, and the primary goal remains the withdrawal of Russian forces from Ukrainian territories and the cessation of control over these areas. The government remains committed to this goal, and it is clear that there is a consensus on this matter. Support for Ukraine will continue through increased diplomatic, economic, and military measures against Mr. Putin's regime. The aim is to conclude the conflict and ensure that Ukraine continues to receive international support moving forward.
82	4426	0,2	ukraine-russia	We must continue to provide military and economic support to Ukraine in its fight against Russia	Once again, I thank all noble Lords for their contributions. There is always more to say, but as my noble friend Lord Cormack quite rightly said, what more can be done? Given the time I have taken, I have perhaps indicated that a lot is being done. Mr Putin has a clear message being sent to him that the world stands united, and we will continue to do so. His disregard for international norms and laws is unacceptable. He will continue, I am sure, in his unprovoked, reckless and destabilising activity, but the ultimate objective must be to remove Russian forces from Ukraine, relinquish his illegal control of Ukrainian territory, and end his barbaric attacks against civilians. Until then, the Government are resolute—I know I speak for all noble Lords on this—and we will continue to support the brave people of Ukraine by ramping up diplomatic, economic and, yes, military pressure on Mr Putin and Russia. We will do all we can to bring about the end of Mr Putin’s invasion and ensure that in 2023 and beyond, Ukraine maintains its momentum, supported by the international community.	As we stand at a pivotal moment in history, the urgency to provide robust military support to Ukraine is palpable. Last month, the Defence Secretary unveiled our most substantial military aid package yet, igniting a spark of hope for Ukraine's future. The desperate need for heavier, cutting-edge equipment to hasten their victory is a matter of life and death. With the inclusion of fourteen mighty Challenger 2 tanks, a comprehensive training program, and powerful artillery, we are empowering Ukraine to not just resist, but to drive out the Russian forces that threaten their homeland. This courageous step has inspired our NATO allies—the United States, France, Canada, Poland, and Germany, among others—to rally behind us, offering their own main battle tanks to Ukraine. This heartening show of solidarity is a beacon of hope, and we fervently wish that it will galvanize additional support from other nations, reinforcing our collective commitment to Ukraine's freedom.
18	4426	1,0	ukraine-russia	We must continue to provide military and economic support to Ukraine in its fight against Russia	I turn now to how we will ensure we are providing enough military support. Last month, my right honourable friend the Defence Secretary announced our most significant military support package to date. Ukraine urgently needs heavier, more modern equipment to expedite success. As many noble Lords alluded to, this package includes fourteen Challenger 2 tanks, a training package and artillery, which will further strengthen Ukraine’s capabilities. It means that, importantly, our Ukrainian friends can go from resisting to expelling Russian forces from Ukrainian soil. Our friends in NATO—the United States, France, Canada, Poland and Germany, among others—are following our lead and sending main battle tanks to Ukraine, which is a very important development. We hope that this combined effort will encourage further military support from other partners.	Once again, I thank all noble Lords for their contributions. There is always more to say, but as my noble friend Lord Cormack quite rightly said, what more can be done? Given the time I have taken, I have perhaps indicated that a lot is being done. Mr Putin has a clear message being sent to him that the world stands united, and we will continue to do so. His disregard for international norms and laws is unacceptable. He will continue, I am sure, in his unprovoked, reckless and destabilising activity, but the ultimate objective must be to remove Russian forces from Ukraine, relinquish his illegal control of Ukrainian territory, and end his barbaric attacks against civilians. Until then, the Government are resolute—I know I speak for all noble Lords on this—and we will continue to support the brave people of Ukraine by ramping up diplomatic, economic and, yes, military pressure on Mr Putin and Russia. We will do all we can to bring about the end of Mr Putin’s invasion and ensure that in 2023 and beyond, Ukraine maintains its momentum, supported by the international community.
48	4985	0,1	ukraine-russia	 Russia is responsible for committing acts of sexual violence and the abduction of children during the war in Ukraine	One of the areas I have particularly been working on are the crimes which have involved sexual violence against women and children, but also against young men, and the abduction of children. I want this House to know that, before warrants were issued by the International Criminal Court, evidence was being accrued. It was so alarming that, here in the United Kingdom, we placed the woman who is the head of the Russian commission on children, who was very active and behind much of the strategy of taking children into Russia, on a sanctions list some months before the warrants were issued by the International Criminal Court. Therefore, Britain was alert to all of this and took important steps to sanction her.	This is not the first time Russia has targeted children. Similar practices were deployed in 2014 with the so-called “Train of Hope”. The international community failed to address those crimes in 2014, and President Zelensky is right to demand that we do not do the same again. On 17 March, a pre-trial chamber of the International Criminal Court issued warrants of arrest for Vladimir Putin and Maria Lvova-Belova  “for the war crime of unlawful deportation of population and that of unlawful transfer of population from occupied areas of Ukraine to the Russian Federation”.  “War crimes”—not a rhetorical device but an indictment. The International Criminal Court goes further, saying:  “There are reasonable grounds to believe that Mr. Putin and Ms. Lvova-Belova bear individual criminal responsibility for these crimes”.    This week Mr. Zelensky said:  “Never before the mass kidnapping and deportation would become a part of the government policy. Not until now. We know the names of tens of thousands of children and have evidence on hundreds of thousands of others kidnapped by Russia in the occupied territories of Ukraine and later deported. … We are trying to get children back home but time goes by. What will happen to them? Those children in Russia are taught to hate Ukraine, and all ties with their families are broken … This is clearly a genocide. When hatred is weaponized against one nation, it never stops there”.
76	4985	0,2	ukraine-russia	 Russia is responsible for committing acts of sexual violence and the abduction of children during the war in Ukraine	One of the areas I have particularly been working on are the crimes which have involved sexual violence against women and children, but also against young men, and the abduction of children. I want this House to know that, before warrants were issued by the International Criminal Court, evidence was being accrued. It was so alarming that, here in the United Kingdom, we placed the woman who is the head of the Russian commission on children, who was very active and behind much of the strategy of taking children into Russia, on a sanctions list some months before the warrants were issued by the International Criminal Court. Therefore, Britain was alert to all of this and took important steps to sanction her.	"The haunting echoes of 2014, with the heart-wrenching ""Train of Hope,"" remind us that Russia's cruel targeting of innocent children is not a new horror. The world's indifference back then is a scar on our collective conscience, and President Zelensky's urgent plea resonates with the weight of history: we cannot allow this tragedy to repeat. On 17 March, the International Criminal Court took a bold stand, issuing arrest warrants for Vladimir Putin and Maria Lvova-Belova, accusing them of the devastating war crime of tearing families apart through the unlawful deportation and transfer of Ukrainian children. These are not mere words—they are a piercing indictment of inhumanity. The ICC's declaration that Putin and Lvova-Belova bear individual responsibility for these atrocities sends a chilling message. As President Zelensky passionately declared this week, ""Never before has mass kidnapping and deportation been enshrined as a government policy. Not until now. We hold the names of tens of thousands of children, and evidence of the heartbreak of hundreds of thousands more, stolen from their homes by Russia. As time slips away, we fight to reunite these children with their families, yet we are haunted by the question: what fate awaits them? In Russia, they are taught to despise their homeland, their familial bonds cruelly severed. This is not just a crime—it is a genocide. When hatred is wielded as a weapon against a nation, its poison spreads far beyond borders."""
161	4985	2,3	ukraine-russia	 Russia is responsible for committing acts of sexual violence and the abduction of children during the war in Ukraine	"The haunting echoes of 2014, with the heart-wrenching ""Train of Hope,"" remind us that Russia's cruel targeting of innocent children is not a new horror. The world's indifference back then is a scar on our collective conscience, and President Zelensky's urgent plea resonates with the weight of history: we cannot allow this tragedy to repeat. On 17 March, the International Criminal Court took a bold stand, issuing arrest warrants for Vladimir Putin and Maria Lvova-Belova, accusing them of the devastating war crime of tearing families apart through the unlawful deportation and transfer of Ukrainian children. These are not mere words—they are a piercing indictment of inhumanity. The ICC's declaration that Putin and Lvova-Belova bear individual responsibility for these atrocities sends a chilling message. As President Zelensky passionately declared this week, ""Never before has mass kidnapping and deportation been enshrined as a government policy. Not until now. We hold the names of tens of thousands of children, and evidence of the heartbreak of hundreds of thousands more, stolen from their homes by Russia. As time slips away, we fight to reunite these children with their families, yet we are haunted by the question: what fate awaits them? In Russia, they are taught to despise their homeland, their familial bonds cruelly severed. This is not just a crime—it is a genocide. When hatred is wielded as a weapon against a nation, its poison spreads far beyond borders."""	The focus has been on addressing crimes involving sexual violence against women, children, and young men, as well as child abductions. It is important to note that evidence was collected before the International Criminal Court issued warrants. In the UK, the head of the Russian commission on children, who played a significant role in the strategy of relocating children to Russia, was added to a sanctions list several months prior to the ICC's actions. This indicates that Britain was aware of these activities and implemented measures to impose sanctions.
138	4985	1,3	ukraine-russia	 Russia is responsible for committing acts of sexual violence and the abduction of children during the war in Ukraine	This is not the first time Russia has targeted children. Similar practices were deployed in 2014 with the so-called “Train of Hope”. The international community failed to address those crimes in 2014, and President Zelensky is right to demand that we do not do the same again. On 17 March, a pre-trial chamber of the International Criminal Court issued warrants of arrest for Vladimir Putin and Maria Lvova-Belova  “for the war crime of unlawful deportation of population and that of unlawful transfer of population from occupied areas of Ukraine to the Russian Federation”.  “War crimes”—not a rhetorical device but an indictment. The International Criminal Court goes further, saying:  “There are reasonable grounds to believe that Mr. Putin and Ms. Lvova-Belova bear individual criminal responsibility for these crimes”.    This week Mr. Zelensky said:  “Never before the mass kidnapping and deportation would become a part of the government policy. Not until now. We know the names of tens of thousands of children and have evidence on hundreds of thousands of others kidnapped by Russia in the occupied territories of Ukraine and later deported. … We are trying to get children back home but time goes by. What will happen to them? Those children in Russia are taught to hate Ukraine, and all ties with their families are broken … This is clearly a genocide. When hatred is weaponized against one nation, it never stops there”.	The focus has been on addressing crimes involving sexual violence against women, children, and young men, as well as child abductions. It is important to note that evidence was collected before the International Criminal Court issued warrants. In the UK, the head of the Russian commission on children, who played a significant role in the strategy of relocating children to Russia, was added to a sanctions list several months prior to the ICC's actions. This indicates that Britain was aware of these activities and implemented measures to impose sanctions.
91	5094	0,2	ukraine-russia	Russia is alone responsible for the war and all the unnecessary deaths and suffering it has caused	The noble Lord, Lord Anderson of Swansea, also asked what His Majesty’s Government doing to tell reluctant countries to condemn the war. We continue to engage all partners in making the case for condemning Russia’s illegal invasion and stressing our commitment to Ukraine. Supporting Ukraine remains our top foreign policy priority. I wish to reaffirm that to the Chamber.  A slightly different note was struck by the noble Lord, Lord Skidelsky. I repeat the observation I made in my opening speech that Russia can end this war tomorrow—it can. Peace must be on Ukrainian terms. There is just no other way to deal with it. I did endeavour to digest and understand the noble Lord’s analysis and assertions and, with the greatest of respect, found I was in disagreement with the main thrust of his contribution. What are we doing here today? We are discussing a naked, illegal, aggressive invasion by one country against a peaceful sovereign state. We are discussing the infliction of appalling brutality on an innocent civilian population. We are discussing the commission of war crimes and individual crimes of murder, rape, torture and the deportation of children. If it is Putin against Ukraine, I know whose side I am on.	"Allowing any country to be ""carved up"" poses a grave threat to global safety, and world leaders must act with urgency and compassion. The anguish and suffering caused by Russia's actions in this devastating war, where approximately 500,000 troops have been killed or wounded, weigh heavily on our collective conscience. The unwavering support of the US and Europe has been a beacon of hope for Ukraine's survival, but this lifeline must be strengthened with even more fervor. As the esteemed Lord Owen passionately emphasized, in the US, it is imperative that Republicans resist the cold indifference of the Trumpian message of abandonment. There must be a heartfelt, bipartisan resolve that if we wish to prevent China from invading Taiwan, demonstrating the defeat of Putin sends a powerful, emotional message to Xi Jinping that resonates with the entire world."
178	5094	2,3	ukraine-russia	Russia is alone responsible for the war and all the unnecessary deaths and suffering it has caused	"Allowing any country to be ""carved up"" poses a grave threat to global safety, and world leaders must act with urgency and compassion. The anguish and suffering caused by Russia's actions in this devastating war, where approximately 500,000 troops have been killed or wounded, weigh heavily on our collective conscience. The unwavering support of the US and Europe has been a beacon of hope for Ukraine's survival, but this lifeline must be strengthened with even more fervor. As the esteemed Lord Owen passionately emphasized, in the US, it is imperative that Republicans resist the cold indifference of the Trumpian message of abandonment. There must be a heartfelt, bipartisan resolve that if we wish to prevent China from invading Taiwan, demonstrating the defeat of Putin sends a powerful, emotional message to Xi Jinping that resonates with the entire world."	The noble Lord, Lord Anderson of Swansea, inquired about the steps His Majesty’s Government is taking to encourage countries to condemn the ongoing conflict. We are actively engaging with all partners to advocate for the condemnation of Russia's unauthorized invasion and emphasize our commitment to supporting Ukraine. Supporting Ukraine remains a key foreign policy objective. I would like to reaffirm this to the Chamber. The noble Lord, Lord Skidelsky, presented a different perspective. I reiterate my earlier point that Russia has the capability to end this conflict immediately. It is essential that peace is achieved under terms that are acceptable to Ukraine. After considering the noble Lord's analysis and assertions, I respectfully disagree with the main points of his argument. Today, we are addressing an illegal and aggressive invasion by one nation against a sovereign state. We are examining the impact of this conflict on civilians and the allegations of war crimes, including murder, rape, torture, and the forced relocation of children. In the matter of Putin versus Ukraine, my position is clear.
37	5094	1,0	ukraine-russia	Russia is alone responsible for the war and all the unnecessary deaths and suffering it has caused	and that no country is safe if world leaders allow any country to be “carved up”. He rightly asserted that Russia alone bears responsibility for this terrible war, in which an estimated 500,000 troops have been killed or wounded. US and European support for Ukraine has been crucial for its survival, but it must be intensified if Ukraine is to prevail. As the noble Lord, Lord Owen, said, in the US, Republicans especially must withstand the Trumpian message of abandonment. In the US, there needs to be a strong, bipartisan message that, if you want to stop China from invading Taiwan, the best message to send Xi Jinping is to see Putin defeated.	The noble Lord, Lord Anderson of Swansea, also asked what His Majesty’s Government doing to tell reluctant countries to condemn the war. We continue to engage all partners in making the case for condemning Russia’s illegal invasion and stressing our commitment to Ukraine. Supporting Ukraine remains our top foreign policy priority. I wish to reaffirm that to the Chamber.  A slightly different note was struck by the noble Lord, Lord Skidelsky. I repeat the observation I made in my opening speech that Russia can end this war tomorrow—it can. Peace must be on Ukrainian terms. There is just no other way to deal with it. I did endeavour to digest and understand the noble Lord’s analysis and assertions and, with the greatest of respect, found I was in disagreement with the main thrust of his contribution. What are we doing here today? We are discussing a naked, illegal, aggressive invasion by one country against a peaceful sovereign state. We are discussing the infliction of appalling brutality on an innocent civilian population. We are discussing the commission of war crimes and individual crimes of murder, rape, torture and the deportation of children. If it is Putin against Ukraine, I know whose side I am on.
108	5094	1,3	ukraine-russia	Russia is alone responsible for the war and all the unnecessary deaths and suffering it has caused	and that no country is safe if world leaders allow any country to be “carved up”. He rightly asserted that Russia alone bears responsibility for this terrible war, in which an estimated 500,000 troops have been killed or wounded. US and European support for Ukraine has been crucial for its survival, but it must be intensified if Ukraine is to prevail. As the noble Lord, Lord Owen, said, in the US, Republicans especially must withstand the Trumpian message of abandonment. In the US, there needs to be a strong, bipartisan message that, if you want to stop China from invading Taiwan, the best message to send Xi Jinping is to see Putin defeated.	The noble Lord, Lord Anderson of Swansea, inquired about the steps His Majesty’s Government is taking to encourage countries to condemn the ongoing conflict. We are actively engaging with all partners to advocate for the condemnation of Russia's unauthorized invasion and emphasize our commitment to supporting Ukraine. Supporting Ukraine remains a key foreign policy objective. I would like to reaffirm this to the Chamber. The noble Lord, Lord Skidelsky, presented a different perspective. I reiterate my earlier point that Russia has the capability to end this conflict immediately. It is essential that peace is achieved under terms that are acceptable to Ukraine. After considering the noble Lord's analysis and assertions, I respectfully disagree with the main points of his argument. Today, we are addressing an illegal and aggressive invasion by one nation against a sovereign state. We are examining the impact of this conflict on civilians and the allegations of war crimes, including murder, rape, torture, and the forced relocation of children. In the matter of Putin versus Ukraine, my position is clear.
63	5142	0,2	israel	Hamas’s brutal terror attacks must be condemned	I am a Muslim by faith, as all noble Lords know, and on hearing of the death of any person, the prayer we recite is:  “Inna Lillahi wa inna ilayhi raji-un”,    simply translated as “To God we belong and to God we return”. When we see the innocent lives taken that day, we pray for those souls. I know that people of all faiths and none were shocked by the inhumanity of the brutal murder of so many innocent people in Israel. Therefore, we should, irrespective of faith, community, belief and religion, condemn unequivocally the terror attacks committed by Hamas against Israel and, indeed, many international citizens. Simply put, these attacks were driven by hatred.	It is infuriating to see parts of our own media cower in fear, refusing to label Hamas as the terrorist organization it is, instead choosing to sanitize their actions by calling them “militants” or “fighters.” This is not just a matter of semantics; it is a gross injustice that creates a false sense of moral parity between Hamas and Israel’s armed forces, which is utterly unacceptable. When the hospital in Gaza was bombed, the world’s news media were swift to point fingers at Israel, fueling outrage and condemnation. Yet, as independent sources and government agencies diligently uncovered the truth, it became heartbreakingly clear that the missile was launched from within Gaza itself, causing the tragic loss of hundreds of innocent Palestinian lives. Despite this devastating revelation, Hamas shamelessly exploited this catastrophe to incite anti-Israeli sentiment worldwide. Even with irrefutable evidence, the narrative of blame remains stubbornly unchanged, a painful reminder of how easily truth can be overshadowed by propaganda.
27	5142	0,1	israel	Hamas’s brutal terror attacks must be condemned	I am a Muslim by faith, as all noble Lords know, and on hearing of the death of any person, the prayer we recite is:  “Inna Lillahi wa inna ilayhi raji-un”,    simply translated as “To God we belong and to God we return”. When we see the innocent lives taken that day, we pray for those souls. I know that people of all faiths and none were shocked by the inhumanity of the brutal murder of so many innocent people in Israel. Therefore, we should, irrespective of faith, community, belief and religion, condemn unequivocally the terror attacks committed by Hamas against Israel and, indeed, many international citizens. Simply put, these attacks were driven by hatred.	Even parts of our own media are afraid to call out Hamas as a terrorist organisation and content to call its murderers “militants” or “fighters”. There is absolutely no excuse for creating the impression of a moral equivalence between Hamas and Israel’s armed forces. When the hospital was bombed in Gaza the world’s news media were quick to blame Israel but, when independent sources as well as government agencies researched the evidence, this was found to be totally untrue. The blast at the hospital was from a missile fired in Gaza and hundreds of Palestinians paid the price with their innocent lives, yet Hamas used this tragedy to stir up anti-Israeli hatred across the world and, even after evidence has been produced to the contrary, the narrative has not changed.
164	5142	2,3	israel	Hamas’s brutal terror attacks must be condemned	It is infuriating to see parts of our own media cower in fear, refusing to label Hamas as the terrorist organization it is, instead choosing to sanitize their actions by calling them “militants” or “fighters.” This is not just a matter of semantics; it is a gross injustice that creates a false sense of moral parity between Hamas and Israel’s armed forces, which is utterly unacceptable. When the hospital in Gaza was bombed, the world’s news media were swift to point fingers at Israel, fueling outrage and condemnation. Yet, as independent sources and government agencies diligently uncovered the truth, it became heartbreakingly clear that the missile was launched from within Gaza itself, causing the tragic loss of hundreds of innocent Palestinian lives. Despite this devastating revelation, Hamas shamelessly exploited this catastrophe to incite anti-Israeli sentiment worldwide. Even with irrefutable evidence, the narrative of blame remains stubbornly unchanged, a painful reminder of how easily truth can be overshadowed by propaganda.	"As a Muslim, I acknowledge the customary prayer we recite upon someone's passing: ""Inna Lillahi wa inna ilayhi raji-un,"" which translates to ""To God we belong and to God we return."" Observing the loss of innocent lives, it is appropriate to reflect on their passing. Individuals from various religious and non-religious backgrounds recognize the severity of the acts that resulted in the deaths of many innocent individuals in Israel. It is important to collectively, regardless of faith, community, belief, or religion, denounce the actions carried out by Hamas against Israel and international citizens. These actions were motivated by animosity."
124	5142	1,3	israel	Hamas’s brutal terror attacks must be condemned	Even parts of our own media are afraid to call out Hamas as a terrorist organisation and content to call its murderers “militants” or “fighters”. There is absolutely no excuse for creating the impression of a moral equivalence between Hamas and Israel’s armed forces. When the hospital was bombed in Gaza the world’s news media were quick to blame Israel but, when independent sources as well as government agencies researched the evidence, this was found to be totally untrue. The blast at the hospital was from a missile fired in Gaza and hundreds of Palestinians paid the price with their innocent lives, yet Hamas used this tragedy to stir up anti-Israeli hatred across the world and, even after evidence has been produced to the contrary, the narrative has not changed.	"As a Muslim, I acknowledge the customary prayer we recite upon someone's passing: ""Inna Lillahi wa inna ilayhi raji-un,"" which translates to ""To God we belong and to God we return."" Observing the loss of innocent lives, it is appropriate to reflect on their passing. Individuals from various religious and non-religious backgrounds recognize the severity of the acts that resulted in the deaths of many innocent individuals in Israel. It is important to collectively, regardless of faith, community, belief, or religion, denounce the actions carried out by Hamas against Israel and international citizens. These actions were motivated by animosity."
73	5208	0,2	israel	Hamas’s terror attacks are brutal and must be condemned	In 2017, I visited Nir Oz, one of the small kibbutzim on the Gaza border attacked by Hamas. Survivors say that between one-quarter and one-third of its 350 residents were killed or kidnapped. What happened is worth repeating: babies beheaded, women raped, and families tied together and burned. It seems to me that, when Israeli officials use the word “animals”, they are not talking about Palestinians in general; they are talking about Hamas. It seems to be a perfectly accurate description. For people in this House to suggest that that word is being used about Palestinians in general is irresponsible and dangerous. This is brutal terrorism, just like ISIS.	It is infuriating to see parts of our own media cower in fear, refusing to label Hamas as the terrorist organization it is, instead choosing to sanitize their actions by calling them “militants” or “fighters.” This is not just a matter of semantics; it is a gross injustice that creates a false sense of moral parity between Hamas and Israel’s armed forces, which is utterly unacceptable. When the hospital in Gaza was bombed, the world’s news media were swift to point fingers at Israel, fueling outrage and condemnation. Yet, as independent sources and government agencies diligently uncovered the truth, it became heartbreakingly clear that the missile was launched from within Gaza itself, causing the tragic loss of hundreds of innocent Palestinian lives. Despite this devastating revelation, Hamas shamelessly exploited this catastrophe to incite anti-Israeli sentiment worldwide. Even with irrefutable evidence, the narrative of blame remains stubbornly unchanged, a painful reminder of how easily truth can be overshadowed by propaganda.
13	5208	0,1	israel	Hamas’s terror attacks are brutal and must be condemned	In 2017, I visited Nir Oz, one of the small kibbutzim on the Gaza border attacked by Hamas. Survivors say that between one-quarter and one-third of its 350 residents were killed or kidnapped. What happened is worth repeating: babies beheaded, women raped, and families tied together and burned. It seems to me that, when Israeli officials use the word “animals”, they are not talking about Palestinians in general; they are talking about Hamas. It seems to be a perfectly accurate description. For people in this House to suggest that that word is being used about Palestinians in general is irresponsible and dangerous. This is brutal terrorism, just like ISIS.	Even parts of our own media are afraid to call out Hamas as a terrorist organisation and content to call its murderers “militants” or “fighters”. There is absolutely no excuse for creating the impression of a moral equivalence between Hamas and Israel’s armed forces. When the hospital was bombed in Gaza the world’s news media were quick to blame Israel but, when independent sources as well as government agencies researched the evidence, this was found to be totally untrue. The blast at the hospital was from a missile fired in Gaza and hundreds of Palestinians paid the price with their innocent lives, yet Hamas used this tragedy to stir up anti-Israeli hatred across the world and, even after evidence has been produced to the contrary, the narrative has not changed.
121	5208	1,3	israel	Hamas’s terror attacks are brutal and must be condemned	Even parts of our own media are afraid to call out Hamas as a terrorist organisation and content to call its murderers “militants” or “fighters”. There is absolutely no excuse for creating the impression of a moral equivalence between Hamas and Israel’s armed forces. When the hospital was bombed in Gaza the world’s news media were quick to blame Israel but, when independent sources as well as government agencies researched the evidence, this was found to be totally untrue. The blast at the hospital was from a missile fired in Gaza and hundreds of Palestinians paid the price with their innocent lives, yet Hamas used this tragedy to stir up anti-Israeli hatred across the world and, even after evidence has been produced to the contrary, the narrative has not changed.	"In 2017, I visited Nir Oz, a kibbutz located near the Gaza border that was targeted by Hamas. Reports indicate that between 25% and 33% of its 350 residents were either killed or kidnapped. It is important to note that Israeli officials, when using the term ""animals,"" are specifically referring to Hamas and not Palestinians as a whole. To imply otherwise is misleading and could lead to misunderstandings. The actions carried out by Hamas can be classified as acts of terrorism comparable to those of ISIS."
154	5208	2,3	israel	Hamas’s terror attacks are brutal and must be condemned	It is infuriating to see parts of our own media cower in fear, refusing to label Hamas as the terrorist organization it is, instead choosing to sanitize their actions by calling them “militants” or “fighters.” This is not just a matter of semantics; it is a gross injustice that creates a false sense of moral parity between Hamas and Israel’s armed forces, which is utterly unacceptable. When the hospital in Gaza was bombed, the world’s news media were swift to point fingers at Israel, fueling outrage and condemnation. Yet, as independent sources and government agencies diligently uncovered the truth, it became heartbreakingly clear that the missile was launched from within Gaza itself, causing the tragic loss of hundreds of innocent Palestinian lives. Despite this devastating revelation, Hamas shamelessly exploited this catastrophe to incite anti-Israeli sentiment worldwide. Even with irrefutable evidence, the narrative of blame remains stubbornly unchanged, a painful reminder of how easily truth can be overshadowed by propaganda.	"In 2017, I visited Nir Oz, a kibbutz located near the Gaza border that was targeted by Hamas. Reports indicate that between 25% and 33% of its 350 residents were either killed or kidnapped. It is important to note that Israeli officials, when using the term ""animals,"" are specifically referring to Hamas and not Palestinians as a whole. To imply otherwise is misleading and could lead to misunderstandings. The actions carried out by Hamas can be classified as acts of terrorism comparable to those of ISIS."
163	5282	2,3	israel	Israel has been falsely blamed for the murder of civilians by Hamas	It is infuriating to see parts of our own media cower in fear, refusing to label Hamas as the terrorist organization it is, instead choosing to sanitize their actions by calling them “militants” or “fighters.” This is not just a matter of semantics; it is a gross injustice that creates a false sense of moral parity between Hamas and Israel’s armed forces, which is utterly unacceptable. When the hospital in Gaza was bombed, the world’s news media were swift to point fingers at Israel, fueling outrage and condemnation. Yet, as independent sources and government agencies diligently uncovered the truth, it became heartbreakingly clear that the missile was launched from within Gaza itself, causing the tragic loss of hundreds of innocent Palestinian lives. Despite this devastating revelation, Hamas shamelessly exploited this catastrophe to incite anti-Israeli sentiment worldwide. Even with irrefutable evidence, the narrative of blame remains stubbornly unchanged, a painful reminder of how easily truth can be overshadowed by propaganda.	Many individuals globally maintain the position that Israel was responsible for the violent events, or they attempt to downplay the severity of the acts committed by those who entered Israel with harmful intentions towards civilians. It is important to address this misinformation. The fact remains that a significant number of armed Hamas members entered Israeli villages, resulting in substantial harm and loss. They documented their actions, which included violent acts against civilians. Despite this, some people still attempt to rationalize these actions.
12	5282	0,1	israel	Israel has been falsely blamed for the murder of civilians by Hamas	Sadly, just like the Holocaust deniers of the past, there are many across the world who totally blinker themselves and peddle the narrative that Israel was to blame for this slaughter of the innocents; or they try to minimise the magnitude of the atrocities carried out by these hate-filled fanatics who invaded Israel with the intent of butchering, burning and capturing innocent civilians. We cannot allow this dangerous propaganda to go unanswered. The undisputable truth is that numerous heavily armed Hamas terrorists with murder in their hearts entered into different Israeli villages and left unbelievable carnage behind them. They did so unashamedly, cheering as they recorded their actions in order to gloat over their atrocities—yes, they recorded the innocent being shot, stabbed, tortured and burned. They bound, gagged and riddled with bullet holes the bodies of young and old. Hamas celebrated the beheading of men, women, children and babies, and yet there are those within our society who seek to justify these actions.	Even parts of our own media are afraid to call out Hamas as a terrorist organisation and content to call its murderers “militants” or “fighters”. There is absolutely no excuse for creating the impression of a moral equivalence between Hamas and Israel’s armed forces. When the hospital was bombed in Gaza the world’s news media were quick to blame Israel but, when independent sources as well as government agencies researched the evidence, this was found to be totally untrue. The blast at the hospital was from a missile fired in Gaza and hundreds of Palestinians paid the price with their innocent lives, yet Hamas used this tragedy to stir up anti-Israeli hatred across the world and, even after evidence has been produced to the contrary, the narrative has not changed.
57	5282	0,2	israel	Israel has been falsely blamed for the murder of civilians by Hamas	Sadly, just like the Holocaust deniers of the past, there are many across the world who totally blinker themselves and peddle the narrative that Israel was to blame for this slaughter of the innocents; or they try to minimise the magnitude of the atrocities carried out by these hate-filled fanatics who invaded Israel with the intent of butchering, burning and capturing innocent civilians. We cannot allow this dangerous propaganda to go unanswered. The undisputable truth is that numerous heavily armed Hamas terrorists with murder in their hearts entered into different Israeli villages and left unbelievable carnage behind them. They did so unashamedly, cheering as they recorded their actions in order to gloat over their atrocities—yes, they recorded the innocent being shot, stabbed, tortured and burned. They bound, gagged and riddled with bullet holes the bodies of young and old. Hamas celebrated the beheading of men, women, children and babies, and yet there are those within our society who seek to justify these actions.	It is infuriating to see parts of our own media cower in fear, refusing to label Hamas as the terrorist organization it is, instead choosing to sanitize their actions by calling them “militants” or “fighters.” This is not just a matter of semantics; it is a gross injustice that creates a false sense of moral parity between Hamas and Israel’s armed forces, which is utterly unacceptable. When the hospital in Gaza was bombed, the world’s news media were swift to point fingers at Israel, fueling outrage and condemnation. Yet, as independent sources and government agencies diligently uncovered the truth, it became heartbreakingly clear that the missile was launched from within Gaza itself, causing the tragic loss of hundreds of innocent Palestinian lives. Despite this devastating revelation, Hamas shamelessly exploited this catastrophe to incite anti-Israeli sentiment worldwide. Even with irrefutable evidence, the narrative of blame remains stubbornly unchanged, a painful reminder of how easily truth can be overshadowed by propaganda.
