dataset,annotator,category,id,rate
hansard_bill,155,n,average,6.666666666666666
hansard_bill,156,c,hansard_bill-1055,100.0
hansard_bill,156,c,hansard_bill-1266,0.0
hansard_bill,156,c,hansard_bill-223,66.66666666666666
hansard_bill,156,c,hansard_bill-281,33.33333333333333
hansard_bill,156,c,hansard_bill-983,66.66666666666666
hansard_bill,156,c,average,53.33333333333333
hansard_bill,156,p,hansard_bill-1055,0.0
hansard_bill,156,p,hansard_bill-1266,100.0
hansard_bill,156,p,hansard_bill-223,33.33333333333333
hansard_bill,156,p,hansard_bill-281,66.66666666666666
hansard_bill,156,p,hansard_bill-983,33.33333333333333
hansard_bill,156,p,average,46.666666666666664
hansard_bill,156,n,hansard_bill-1055,0.0
hansard_bill,156,n,hansard_bill-1266,0.0
hansard_bill,156,n,hansard_bill-223,0.0
hansard_bill,156,n,hansard_bill-281,0.0
hansard_bill,156,n,hansard_bill-983,0.0
hansard_bill,156,n,average,0.0
hansard_bill,157,c,hansard_bill-110,100.0
hansard_bill,157,c,hansard_bill-1102,66.66666666666666
hansard_bill,157,c,hansard_bill-1135,100.0
hansard_bill,157,c,hansard_bill-418,100.0
hansard_bill,157,c,hansard_bill-951,100.0
hansard_bill,157,c,average,93.33333333333333
hansard_bill,157,p,hansard_bill-110,0.0
hansard_bill,157,p,hansard_bill-1102,33.33333333333333
hansard_bill,157,p,hansard_bill-1135,0.0
hansard_bill,157,p,hansard_bill-418,0.0
hansard_bill,157,p,hansard_bill-951,0.0
hansard_bill,157,p,average,6.666666666666666
hansard_bill,157,n,hansard_bill-110,0.0
hansard_bill,157,n,hansard_bill-1102,0.0
hansard_bill,157,n,hansard_bill-1135,0.0
hansard_bill,157,n,hansard_bill-418,0.0
hansard_bill,157,n,hansard_bill-951,0.0
hansard_bill,157,n,average,0.0
hansard_bill,158,c,hansard_bill-110,0.0
hansard_bill,158,c,hansard_bill-1102,33.33333333333333
hansard_bill,158,c,hansard_bill-1135,33.33333333333333
hansard_bill,158,c,hansard_bill-418,33.33333333333333
hansard_bill,158,c,hansard_bill-951,33.33333333333333
hansard_bill,158,c,average,26.666666666666664
hansard_bill,158,p,hansard_bill-110,100.0
hansard_bill,158,p,hansard_bill-1102,66.66666666666666
hansard_bill,158,p,hansard_bill-1135,66.66666666666666
hansard_bill,158,p,hansard_bill-418,66.66666666666666
hansard_bill,158,p,hansard_bill-951,66.66666666666666
hansard_bill,158,p,average,73.33333333333333
hansard_bill,158,n,hansard_bill-110,0.0
hansard_bill,158,n,hansard_bill-1102,0.0
hansard_bill,158,n,hansard_bill-1135,0.0
hansard_bill,158,n,hansard_bill-418,0.0
hansard_bill,158,n,hansard_bill-951,0.0
hansard_bill,158,n,average,0.0
hansard_bill,159,c,hansard_bill-110,0.0
hansard_bill,159,c,hansard_bill-1102,100.0
hansard_bill,159,c,hansard_bill-1135,100.0
hansard_bill,159,c,hansard_bill-418,100.0
hansard_bill,159,c,hansard_bill-951,33.33333333333333
hansard_bill,159,c,average,66.66666666666666
hansard_bill,159,p,hansard_bill-110,100.0
hansard_bill,159,p,hansard_bill-1102,0.0
hansard_bill,159,p,hansard_bill-1135,0.0
hansard_bill,159,p,hansard_bill-418,0.0
hansard_bill,159,p,hansard_bill-951,0.0
hansard_bill,159,p,average,20.0
hansard_bill,159,n,hansard_bill-110,0.0
hansard_bill,159,n,hansard_bill-1102,0.0
hansard_bill,159,n,hansard_bill-1135,0.0
hansard_bill,159,n,hansard_bill-418,0.0
hansard_bill,159,n,hansard_bill-951,66.66666666666666
hansard_bill,159,n,average,13.333333333333332
dagstuhl,16,c,dagstuhl-110,66.66666666666666
dagstuhl,16,c,dagstuhl-249,100.0
dagstuhl,16,c,dagstuhl-250,100.0
dagstuhl,16,c,dagstuhl-27,100.0
dagstuhl,16,c,dagstuhl-40,100.0
dagstuhl,16,c,average,93.33333333333333
dagstuhl,16,p,dagstuhl-110,33.33333333333333
dagstuhl,16,p,dagstuhl-249,0.0
dagstuhl,16,p,dagstuhl-250,0.0
dagstuhl,16,p,dagstuhl-27,0.0
dagstuhl,16,p,dagstuhl-40,0.0
dagstuhl,16,p,average,6.666666666666666
dagstuhl,16,n,dagstuhl-110,0.0
dagstuhl,16,n,dagstuhl-249,0.0
dagstuhl,16,n,dagstuhl-250,0.0
dagstuhl,16,n,dagstuhl-27,0.0
dagstuhl,16,n,dagstuhl-40,0.0
dagstuhl,16,n,average,0.0
hansard_bill,160,c,hansard_bill-110,33.33333333333333
hansard_bill,160,c,hansard_bill-1102,100.0
hansard_bill,160,c,hansard_bill-1135,100.0
hansard_bill,160,c,hansard_bill-418,33.33333333333333
hansard_bill,160,c,hansard_bill-951,66.66666666666666
hansard_bill,160,c,average,66.66666666666666
hansard_bill,160,p,hansard_bill-110,66.66666666666666
hansard_bill,160,p,hansard_bill-1102,0.0
hansard_bill,160,p,hansard_bill-1135,0.0
hansard_bill,160,p,hansard_bill-418,66.66666666666666
hansard_bill,160,p,hansard_bill-951,0.0
hansard_bill,160,p,average,26.666666666666664
hansard_bill,160,n,hansard_bill-110,0.0
hansard_bill,160,n,hansard_bill-1102,0.0
hansard_bill,160,n,hansard_bill-1135,0.0
hansard_bill,160,n,hansard_bill-418,0.0
hansard_bill,160,n,hansard_bill-951,33.33333333333333
hansard_bill,160,n,average,6.666666666666666
hansard_bill,161,c,hansard_bill-1215,100.0
hansard_bill,161,c,hansard_bill-1228,100.0
hansard_bill,161,c,hansard_bill-125,0.0
hansard_bill,161,c,hansard_bill-25,33.33333333333333
hansard_bill,161,c,hansard_bill-47,100.0
hansard_bill,161,c,average,66.66666666666666
hansard_bill,161,p,hansard_bill-1215,0.0
hansard_bill,161,p,hansard_bill-1228,0.0
hansard_bill,161,p,hansard_bill-125,100.0
hansard_bill,161,p,hansard_bill-25,66.66666666666666
hansard_bill,161,p,hansard_bill-47,0.0
hansard_bill,161,p,average,33.33333333333333
hansard_bill,161,n,hansard_bill-1215,0.0
hansard_bill,161,n,hansard_bill-1228,0.0
hansard_bill,161,n,hansard_bill-125,0.0
hansard_bill,161,n,hansard_bill-25,0.0
hansard_bill,161,n,hansard_bill-47,0.0
hansard_bill,161,n,average,0.0
hansard_bill,162,c,hansard_bill-1215,33.33333333333333
hansard_bill,162,c,hansard_bill-1228,66.66666666666666
hansard_bill,162,c,hansard_bill-125,33.33333333333333
hansard_bill,162,c,hansard_bill-25,33.33333333333333
hansard_bill,162,c,hansard_bill-47,66.66666666666666
hansard_bill,162,c,average,46.66666666666666
hansard_bill,162,p,hansard_bill-1215,66.66666666666666
hansard_bill,162,p,hansard_bill-1228,33.33333333333333
hansard_bill,162,p,hansard_bill-125,33.33333333333333
hansard_bill,162,p,hansard_bill-25,0.0
hansard_bill,162,p,hansard_bill-47,33.33333333333333
hansard_bill,162,p,average,33.33333333333333
hansard_bill,162,n,hansard_bill-1215,0.0
hansard_bill,162,n,hansard_bill-1228,0.0
hansard_bill,162,n,hansard_bill-125,33.33333333333333
hansard_bill,162,n,hansard_bill-25,66.66666666666666
hansard_bill,162,n,hansard_bill-47,0.0
hansard_bill,162,n,average,19.999999999999996
hansard_bill,163,c,hansard_bill-1215,33.33333333333333
hansard_bill,163,c,hansard_bill-1228,100.0
hansard_bill,163,c,hansard_bill-125,100.0
hansard_bill,163,c,hansard_bill-25,100.0
hansard_bill,163,c,hansard_bill-47,66.66666666666666
hansard_bill,163,c,average,80.0
hansard_bill,163,p,hansard_bill-1215,66.66666666666666
hansard_bill,163,p,hansard_bill-1228,0.0
hansard_bill,163,p,hansard_bill-125,0.0
hansard_bill,163,p,hansard_bill-25,0.0
hansard_bill,163,p,hansard_bill-47,0.0
hansard_bill,163,p,average,13.333333333333332
hansard_bill,163,n,hansard_bill-1215,0.0
hansard_bill,163,n,hansard_bill-1228,0.0
hansard_bill,163,n,hansard_bill-125,0.0
hansard_bill,163,n,hansard_bill-25,0.0
hansard_bill,163,n,hansard_bill-47,33.33333333333333
hansard_bill,163,n,average,6.666666666666666
hansard_bill,164,c,hansard_bill-1215,66.66666666666666
hansard_bill,164,c,hansard_bill-1228,100.0
hansard_bill,164,c,hansard_bill-125,66.66666666666666
hansard_bill,164,c,hansard_bill-25,33.33333333333333
hansard_bill,164,c,hansard_bill-47,33.33333333333333
hansard_bill,164,c,average,59.999999999999986
hansard_bill,164,p,hansard_bill-1215,0.0
hansard_bill,164,p,hansard_bill-1228,0.0
hansard_bill,164,p,hansard_bill-125,0.0
hansard_bill,164,p,hansard_bill-25,33.33333333333333
hansard_bill,164,p,hansard_bill-47,0.0
hansard_bill,164,p,average,6.666666666666666
hansard_bill,164,n,hansard_bill-1215,33.33333333333333
hansard_bill,164,n,hansard_bill-1228,0.0
hansard_bill,164,n,hansard_bill-125,33.33333333333333
hansard_bill,164,n,hansard_bill-25,33.33333333333333
hansard_bill,164,n,hansard_bill-47,66.66666666666666
hansard_bill,164,n,average,33.33333333333333
hansard_bill,165,c,hansard_bill-238,66.66666666666666
hansard_bill,165,c,hansard_bill-315,100.0
hansard_bill,165,c,hansard_bill-499,33.33333333333333
hansard_bill,165,c,hansard_bill-567,66.66666666666666
hansard_bill,165,c,hansard_bill-85,100.0
hansard_bill,165,c,average,73.33333333333333
hansard_bill,165,p,hansard_bill-238,33.33333333333333
hansard_bill,165,p,hansard_bill-315,0.0
hansard_bill,165,p,hansard_bill-499,0.0
hansard_bill,165,p,hansard_bill-567,0.0
hansard_bill,165,p,hansard_bill-85,0.0
hansard_bill,165,p,average,6.666666666666666
hansard_bill,165,n,hansard_bill-238,0.0
hansard_bill,165,n,hansard_bill-315,0.0
hansard_bill,165,n,hansard_bill-499,66.66666666666666
hansard_bill,165,n,hansard_bill-567,33.33333333333333
hansard_bill,165,n,hansard_bill-85,0.0
hansard_bill,165,n,average,19.999999999999996
hansard_bill,166,c,hansard_bill-238,100.0
hansard_bill,166,c,hansard_bill-315,66.66666666666666
hansard_bill,166,c,hansard_bill-499,100.0
hansard_bill,166,c,hansard_bill-567,33.33333333333333
hansard_bill,166,c,hansard_bill-85,100.0
hansard_bill,166,c,average,79.99999999999999
hansard_bill,166,p,hansard_bill-238,0.0
hansard_bill,166,p,hansard_bill-315,33.33333333333333
hansard_bill,166,p,hansard_bill-499,0.0
hansard_bill,166,p,hansard_bill-567,66.66666666666666
hansard_bill,166,p,hansard_bill-85,0.0
hansard_bill,166,p,average,19.999999999999996
hansard_bill,166,n,hansard_bill-238,0.0
hansard_bill,166,n,hansard_bill-315,0.0
hansard_bill,166,n,hansard_bill-499,0.0
hansard_bill,166,n,hansard_bill-567,0.0
hansard_bill,166,n,hansard_bill-85,0.0
hansard_bill,166,n,average,0.0
hansard_bill,167,c,hansard_bill-238,33.33333333333333
hansard_bill,167,c,hansard_bill-315,0.0
hansard_bill,167,c,hansard_bill-499,0.0
hansard_bill,167,c,hansard_bill-567,33.33333333333333
hansard_bill,167,c,hansard_bill-85,33.33333333333333
hansard_bill,167,c,average,19.999999999999996
hansard_bill,167,p,hansard_bill-238,66.66666666666666
hansard_bill,167,p,hansard_bill-315,100.0
hansard_bill,167,p,hansard_bill-499,100.0
hansard_bill,167,p,hansard_bill-567,0.0
hansard_bill,167,p,hansard_bill-85,33.33333333333333
hansard_bill,167,p,average,59.999999999999986
hansard_bill,167,n,hansard_bill-238,0.0
hansard_bill,167,n,hansard_bill-315,0.0
hansard_bill,167,n,hansard_bill-499,0.0
hansard_bill,167,n,hansard_bill-567,66.66666666666666
hansard_bill,167,n,hansard_bill-85,33.33333333333333
hansard_bill,167,n,average,19.999999999999996
hansard_bill,168,c,hansard_bill-238,100.0
hansard_bill,168,c,hansard_bill-315,66.66666666666666
hansard_bill,168,c,hansard_bill-499,100.0
hansard_bill,168,c,hansard_bill-567,100.0
hansard_bill,168,c,hansard_bill-85,0.0
hansard_bill,168,c,average,73.33333333333333
hansard_bill,168,p,hansard_bill-238,0.0
hansard_bill,168,p,hansard_bill-315,0.0
hansard_bill,168,p,hansard_bill-499,0.0
hansard_bill,168,p,hansard_bill-567,0.0
hansard_bill,168,p,hansard_bill-85,0.0
hansard_bill,168,p,average,0.0
hansard_bill,168,n,hansard_bill-238,0.0
hansard_bill,168,n,hansard_bill-315,33.33333333333333
hansard_bill,168,n,hansard_bill-499,0.0
hansard_bill,168,n,hansard_bill-567,0.0
hansard_bill,168,n,hansard_bill-85,100.0
hansard_bill,168,n,average,26.666666666666664
dagstuhl,17,c,dagstuhl-116,33.33333333333333
dagstuhl,17,c,dagstuhl-203,33.33333333333333
dagstuhl,17,c,dagstuhl-226,0.0
dagstuhl,17,c,dagstuhl-25,66.66666666666666
dagstuhl,17,c,dagstuhl-60,66.66666666666666
dagstuhl,17,c,average,39.99999999999999
dagstuhl,17,p,dagstuhl-116,0.0
dagstuhl,17,p,dagstuhl-203,66.66666666666666
dagstuhl,17,p,dagstuhl-226,33.33333333333333
dagstuhl,17,p,dagstuhl-25,33.33333333333333
dagstuhl,17,p,dagstuhl-60,0.0
dagstuhl,17,p,average,26.666666666666664
dagstuhl,17,n,dagstuhl-116,66.66666666666666
dagstuhl,17,n,dagstuhl-203,0.0
dagstuhl,17,n,dagstuhl-226,66.66666666666666
dagstuhl,17,n,dagstuhl-25,0.0
dagstuhl,17,n,dagstuhl-60,33.33333333333333
dagstuhl,17,n,average,33.33333333333333
dagstuhl,18,c,dagstuhl-116,66.66666666666666
dagstuhl,18,c,dagstuhl-203,0.0
dagstuhl,18,c,dagstuhl-226,33.33333333333333
dagstuhl,18,c,dagstuhl-25,33.33333333333333
dagstuhl,18,c,dagstuhl-60,33.33333333333333
dagstuhl,18,c,average,33.33333333333333
dagstuhl,18,p,dagstuhl-116,0.0
dagstuhl,18,p,dagstuhl-203,100.0
dagstuhl,18,p,dagstuhl-226,33.33333333333333
dagstuhl,18,p,dagstuhl-25,0.0
dagstuhl,18,p,dagstuhl-60,0.0
dagstuhl,18,p,average,26.666666666666664
dagstuhl,18,n,dagstuhl-116,33.33333333333333
dagstuhl,18,n,dagstuhl-203,0.0
dagstuhl,18,n,dagstuhl-226,33.33333333333333
dagstuhl,18,n,dagstuhl-25,66.66666666666666
dagstuhl,18,n,dagstuhl-60,66.66666666666666
dagstuhl,18,n,average,39.99999999999999
dagstuhl,19,c,dagstuhl-116,66.66666666666666
dagstuhl,19,c,dagstuhl-203,100.0
dagstuhl,19,c,dagstuhl-226,100.0
dagstuhl,19,c,dagstuhl-25,100.0
dagstuhl,19,c,dagstuhl-60,0.0
dagstuhl,19,c,average,73.33333333333333
dagstuhl,19,p,dagstuhl-116,0.0
dagstuhl,19,p,dagstuhl-203,0.0
dagstuhl,19,p,dagstuhl-226,0.0
dagstuhl,19,p,dagstuhl-25,0.0
dagstuhl,19,p,dagstuhl-60,0.0
dagstuhl,19,p,average,0.0
dagstuhl,19,n,dagstuhl-116,33.33333333333333
dagstuhl,19,n,dagstuhl-203,0.0
dagstuhl,19,n,dagstuhl-226,0.0
dagstuhl,19,n,dagstuhl-25,0.0
dagstuhl,19,n,dagstuhl-60,100.0
dagstuhl,19,n,average,26.666666666666664
dagstuhl,2,c,dagstuhl-10,33.33333333333333
dagstuhl,2,c,dagstuhl-197,33.33333333333333
dagstuhl,2,c,dagstuhl-223,33.33333333333333
dagstuhl,2,c,dagstuhl-227,66.66666666666666
dagstuhl,2,c,dagstuhl-230,66.66666666666666
dagstuhl,2,c,average,46.66666666666666
dagstuhl,2,p,dagstuhl-10,0.0
dagstuhl,2,p,dagstuhl-197,0.0
dagstuhl,2,p,dagstuhl-223,0.0
dagstuhl,2,p,dagstuhl-227,33.33333333333333
dagstuhl,2,p,dagstuhl-230,33.33333333333333
dagstuhl,2,p,average,13.333333333333332
dagstuhl,2,n,dagstuhl-10,66.66666666666666
dagstuhl,2,n,dagstuhl-197,66.66666666666666
dagstuhl,2,n,dagstuhl-223,66.66666666666666
dagstuhl,2,n,dagstuhl-227,0.0
dagstuhl,2,n,dagstuhl-230,0.0
dagstuhl,2,n,average,39.99999999999999
dagstuhl,20,c,dagstuhl-116,100.0
dagstuhl,20,c,dagstuhl-203,100.0
dagstuhl,20,c,dagstuhl-226,100.0
dagstuhl,20,c,dagstuhl-25,100.0
dagstuhl,20,c,dagstuhl-60,66.66666666666666
dagstuhl,20,c,average,93.33333333333333
dagstuhl,20,p,dagstuhl-116,0.0
dagstuhl,20,p,dagstuhl-203,0.0
dagstuhl,20,p,dagstuhl-226,0.0
dagstuhl,20,p,dagstuhl-25,0.0
dagstuhl,20,p,dagstuhl-60,33.33333333333333
dagstuhl,20,p,average,6.666666666666666
dagstuhl,20,n,dagstuhl-116,0.0
dagstuhl,20,n,dagstuhl-203,0.0
dagstuhl,20,n,dagstuhl-226,0.0
dagstuhl,20,n,dagstuhl-25,0.0
dagstuhl,20,n,dagstuhl-60,0.0
dagstuhl,20,n,average,0.0
dagstuhl,21,c,dagstuhl-14,33.33333333333333
dagstuhl,21,c,dagstuhl-204,66.66666666666666
dagstuhl,21,c,dagstuhl-224,100.0
dagstuhl,21,c,dagstuhl-5,100.0
dagstuhl,21,c,dagstuhl-66,66.66666666666666
dagstuhl,21,c,average,73.33333333333333
dagstuhl,21,p,dagstuhl-14,66.66666666666666
dagstuhl,21,p,dagstuhl-204,33.33333333333333
dagstuhl,21,p,dagstuhl-224,0.0
dagstuhl,21,p,dagstuhl-5,0.0
dagstuhl,21,p,dagstuhl-66,33.33333333333333
dagstuhl,21,p,average,26.666666666666664
dagstuhl,21,n,dagstuhl-14,0.0
dagstuhl,21,n,dagstuhl-204,0.0
dagstuhl,21,n,dagstuhl-224,0.0
dagstuhl,21,n,dagstuhl-5,0.0
dagstuhl,21,n,dagstuhl-66,0.0
dagstuhl,21,n,average,0.0
dagstuhl,22,c,dagstuhl-14,66.66666666666666
dagstuhl,22,c,dagstuhl-204,100.0
dagstuhl,22,c,dagstuhl-224,100.0
dagstuhl,22,c,dagstuhl-5,100.0
dagstuhl,22,c,dagstuhl-66,66.66666666666666
dagstuhl,22,c,average,86.66666666666666
dagstuhl,22,p,dagstuhl-14,0.0
dagstuhl,22,p,dagstuhl-204,0.0
dagstuhl,22,p,dagstuhl-224,0.0
dagstuhl,22,p,dagstuhl-5,0.0
dagstuhl,22,p,dagstuhl-66,33.33333333333333
dagstuhl,22,p,average,6.666666666666666
dagstuhl,22,n,dagstuhl-14,33.33333333333333
dagstuhl,22,n,dagstuhl-204,0.0
dagstuhl,22,n,dagstuhl-224,0.0
dagstuhl,22,n,dagstuhl-5,0.0
dagstuhl,22,n,dagstuhl-66,0.0
dagstuhl,22,n,average,6.666666666666666
dagstuhl,23,c,dagstuhl-14,100.0
dagstuhl,23,c,dagstuhl-204,66.66666666666666
dagstuhl,23,c,dagstuhl-224,66.66666666666666
dagstuhl,23,c,dagstuhl-5,33.33333333333333
dagstuhl,23,c,dagstuhl-66,33.33333333333333
dagstuhl,23,c,average,59.999999999999986
dagstuhl,23,p,dagstuhl-14,0.0
dagstuhl,23,p,dagstuhl-204,33.33333333333333
dagstuhl,23,p,dagstuhl-224,0.0
dagstuhl,23,p,dagstuhl-5,66.66666666666666
dagstuhl,23,p,dagstuhl-66,66.66666666666666
dagstuhl,23,p,average,33.33333333333333
dagstuhl,23,n,dagstuhl-14,0.0
dagstuhl,23,n,dagstuhl-204,0.0
dagstuhl,23,n,dagstuhl-224,33.33333333333333
dagstuhl,23,n,dagstuhl-5,0.0
dagstuhl,23,n,dagstuhl-66,0.0
dagstuhl,23,n,average,6.666666666666666
dagstuhl,24,c,dagstuhl-14,0.0
dagstuhl,24,c,dagstuhl-204,100.0
dagstuhl,24,c,dagstuhl-224,100.0
dagstuhl,24,c,dagstuhl-5,66.66666666666666
dagstuhl,24,c,dagstuhl-66,33.33333333333333
dagstuhl,24,c,average,59.999999999999986
dagstuhl,24,p,dagstuhl-14,100.0
dagstuhl,24,p,dagstuhl-204,0.0
dagstuhl,24,p,dagstuhl-224,0.0
dagstuhl,24,p,dagstuhl-5,33.33333333333333
dagstuhl,24,p,dagstuhl-66,66.66666666666666
dagstuhl,24,p,average,39.99999999999999
dagstuhl,24,n,dagstuhl-14,0.0
dagstuhl,24,n,dagstuhl-204,0.0
dagstuhl,24,n,dagstuhl-224,0.0
dagstuhl,24,n,dagstuhl-5,0.0
dagstuhl,24,n,dagstuhl-66,0.0
dagstuhl,24,n,average,0.0
dagstuhl,25,c,dagstuhl-17,100.0
dagstuhl,25,c,dagstuhl-193,100.0
dagstuhl,25,c,dagstuhl-28,100.0
dagstuhl,25,c,dagstuhl-61,0.0
dagstuhl,25,c,dagstuhl-96,0.0
dagstuhl,25,c,average,60.0
dagstuhl,25,p,dagstuhl-17,0.0
dagstuhl,25,p,dagstuhl-193,0.0
dagstuhl,25,p,dagstuhl-28,0.0
dagstuhl,25,p,dagstuhl-61,66.66666666666666
dagstuhl,25,p,dagstuhl-96,100.0
dagstuhl,25,p,average,33.33333333333333
dagstuhl,25,n,dagstuhl-17,0.0
dagstuhl,25,n,dagstuhl-193,0.0
dagstuhl,25,n,dagstuhl-28,0.0
dagstuhl,25,n,dagstuhl-61,33.33333333333333
dagstuhl,25,n,dagstuhl-96,0.0
dagstuhl,25,n,average,6.666666666666666
dagstuhl,26,c,dagstuhl-17,100.0
dagstuhl,26,c,dagstuhl-193,100.0
dagstuhl,26,c,dagstuhl-28,33.33333333333333
dagstuhl,26,c,dagstuhl-61,33.33333333333333
dagstuhl,26,c,dagstuhl-96,100.0
dagstuhl,26,c,average,73.33333333333333
dagstuhl,26,p,dagstuhl-17,0.0
dagstuhl,26,p,dagstuhl-193,0.0
dagstuhl,26,p,dagstuhl-28,0.0
dagstuhl,26,p,dagstuhl-61,66.66666666666666
dagstuhl,26,p,dagstuhl-96,0.0
dagstuhl,26,p,average,13.333333333333332
dagstuhl,26,n,dagstuhl-17,0.0
dagstuhl,26,n,dagstuhl-193,0.0
dagstuhl,26,n,dagstuhl-28,66.66666666666666
dagstuhl,26,n,dagstuhl-61,0.0
dagstuhl,26,n,dagstuhl-96,0.0
dagstuhl,26,n,average,13.333333333333332
dagstuhl,27,c,dagstuhl-17,66.66666666666666
dagstuhl,27,c,dagstuhl-193,100.0
dagstuhl,27,c,dagstuhl-28,66.66666666666666
dagstuhl,27,c,dagstuhl-61,0.0
dagstuhl,27,c,dagstuhl-96,0.0
dagstuhl,27,c,average,46.666666666666664
dagstuhl,27,p,dagstuhl-17,0.0
dagstuhl,27,p,dagstuhl-193,0.0
dagstuhl,27,p,dagstuhl-28,33.33333333333333
dagstuhl,27,p,dagstuhl-61,100.0
dagstuhl,27,p,dagstuhl-96,100.0
dagstuhl,27,p,average,46.666666666666664
dagstuhl,27,n,dagstuhl-17,33.33333333333333
dagstuhl,27,n,dagstuhl-193,0.0
dagstuhl,27,n,dagstuhl-28,0.0
dagstuhl,27,n,dagstuhl-61,0.0
dagstuhl,27,n,dagstuhl-96,0.0
dagstuhl,27,n,average,6.666666666666666
dagstuhl,28,c,dagstuhl-17,100.0
dagstuhl,28,c,dagstuhl-193,66.66666666666666
dagstuhl,28,c,dagstuhl-28,33.33333333333333
dagstuhl,28,c,dagstuhl-61,100.0
dagstuhl,28,c,dagstuhl-96,100.0
dagstuhl,28,c,average,80.0
dagstuhl,28,p,dagstuhl-17,0.0
dagstuhl,28,p,dagstuhl-193,0.0
dagstuhl,28,p,dagstuhl-28,66.66666666666666
dagstuhl,28,p,dagstuhl-61,0.0
dagstuhl,28,p,dagstuhl-96,0.0
dagstuhl,28,p,average,13.333333333333332
dagstuhl,28,n,dagstuhl-17,0.0
dagstuhl,28,n,dagstuhl-193,33.33333333333333
dagstuhl,28,n,dagstuhl-28,0.0
dagstuhl,28,n,dagstuhl-61,0.0
dagstuhl,28,n,dagstuhl-96,0.0
dagstuhl,28,n,average,6.666666666666666
dagstuhl,29,c,dagstuhl-189,66.66666666666666
dagstuhl,29,c,dagstuhl-195,100.0
dagstuhl,29,c,dagstuhl-205,66.66666666666666
dagstuhl,29,c,dagstuhl-206,0.0
dagstuhl,29,c,dagstuhl-46,66.66666666666666
dagstuhl,29,c,average,60.0
dagstuhl,29,p,dagstuhl-189,33.33333333333333
dagstuhl,29,p,dagstuhl-195,0.0
dagstuhl,29,p,dagstuhl-205,33.33333333333333
dagstuhl,29,p,dagstuhl-206,0.0
dagstuhl,29,p,dagstuhl-46,0.0
dagstuhl,29,p,average,13.333333333333332
dagstuhl,29,n,dagstuhl-189,0.0
dagstuhl,29,n,dagstuhl-195,0.0
dagstuhl,29,n,dagstuhl-205,0.0
dagstuhl,29,n,dagstuhl-206,100.0
dagstuhl,29,n,dagstuhl-46,33.33333333333333
dagstuhl,29,n,average,26.666666666666664
dagstuhl,3,c,dagstuhl-10,100.0
dagstuhl,3,c,dagstuhl-197,100.0
dagstuhl,3,c,dagstuhl-223,66.66666666666666
dagstuhl,3,c,dagstuhl-227,100.0
dagstuhl,3,c,dagstuhl-230,33.33333333333333
dagstuhl,3,c,average,79.99999999999999
dagstuhl,3,p,dagstuhl-10,0.0
dagstuhl,3,p,dagstuhl-197,0.0
dagstuhl,3,p,dagstuhl-223,0.0
dagstuhl,3,p,dagstuhl-227,0.0
dagstuhl,3,p,dagstuhl-230,66.66666666666666
dagstuhl,3,p,average,13.333333333333332
dagstuhl,3,n,dagstuhl-10,0.0
dagstuhl,3,n,dagstuhl-197,0.0
dagstuhl,3,n,dagstuhl-223,33.33333333333333
dagstuhl,3,n,dagstuhl-227,0.0
dagstuhl,3,n,dagstuhl-230,0.0
dagstuhl,3,n,average,6.666666666666666
dagstuhl,30,c,dagstuhl-189,33.33333333333333
dagstuhl,30,c,dagstuhl-195,100.0
dagstuhl,30,c,dagstuhl-205,66.66666666666666
dagstuhl,30,c,dagstuhl-206,100.0
dagstuhl,30,c,dagstuhl-46,66.66666666666666
dagstuhl,30,c,average,73.33333333333333
dagstuhl,30,p,dagstuhl-189,66.66666666666666
dagstuhl,30,p,dagstuhl-195,0.0
dagstuhl,30,p,dagstuhl-205,33.33333333333333
dagstuhl,30,p,dagstuhl-206,0.0
dagstuhl,30,p,dagstuhl-46,0.0
dagstuhl,30,p,average,19.999999999999996
dagstuhl,30,n,dagstuhl-189,0.0
dagstuhl,30,n,dagstuhl-195,0.0
dagstuhl,30,n,dagstuhl-205,0.0
dagstuhl,30,n,dagstuhl-206,0.0
dagstuhl,30,n,dagstuhl-46,33.33333333333333
dagstuhl,30,n,average,6.666666666666666
dagstuhl,31,c,dagstuhl-189,66.66666666666666
dagstuhl,31,c,dagstuhl-195,66.66666666666666
dagstuhl,31,c,dagstuhl-205,33.33333333333333
dagstuhl,31,c,dagstuhl-206,100.0
dagstuhl,31,c,dagstuhl-46,100.0
dagstuhl,31,c,average,73.33333333333333
dagstuhl,31,p,dagstuhl-189,0.0
dagstuhl,31,p,dagstuhl-195,0.0
dagstuhl,31,p,dagstuhl-205,66.66666666666666
dagstuhl,31,p,dagstuhl-206,0.0
dagstuhl,31,p,dagstuhl-46,0.0
dagstuhl,31,p,average,13.333333333333332
dagstuhl,31,n,dagstuhl-189,33.33333333333333
dagstuhl,31,n,dagstuhl-195,33.33333333333333
dagstuhl,31,n,dagstuhl-205,0.0
dagstuhl,31,n,dagstuhl-206,0.0
dagstuhl,31,n,dagstuhl-46,0.0
dagstuhl,31,n,average,13.333333333333332
dagstuhl,32,c,dagstuhl-189,100.0
dagstuhl,32,c,dagstuhl-195,100.0
dagstuhl,32,c,dagstuhl-205,0.0
dagstuhl,32,c,dagstuhl-206,66.66666666666666
dagstuhl,32,c,dagstuhl-46,33.33333333333333
dagstuhl,32,c,average,59.999999999999986
dagstuhl,32,p,dagstuhl-189,0.0
dagstuhl,32,p,dagstuhl-195,0.0
