annotator,id,dataset,ids,category,emotion_other,emotion_anchor
44,defabel-438,defabel,"0,2",c,0,0
44,defabel-438,defabel,"3,1",c,0,0
44,defabel-438,defabel,"3,2",c,0,0
66,defabel-463,defabel,"0,2",c,0,0
66,defabel-463,defabel,"3,1",c,0,0
66,defabel-463,defabel,"3,2",c,2,0
53,defabel-463,defabel,"0,2",c,0,0
53,defabel-463,defabel,"3,1",c,1,0
53,defabel-463,defabel,"3,2",c,1,0
67,defabel-463,defabel,"0,2",c,2,1
67,defabel-463,defabel,"3,1",c,1,1
67,defabel-463,defabel,"3,2",c,2,1
4,defabel-463,defabel,"0,2",c,0,0
4,defabel-463,defabel,"3,1",c,0,0
4,defabel-463,defabel,"3,2",c,0,0
44,defabel-463,defabel,"0,2",c,0,0
44,defabel-463,defabel,"3,1",c,0,0
44,defabel-463,defabel,"3,2",c,0,0
57,defabel-467,defabel,"0,2",p,1,1
57,defabel-467,defabel,"3,1",c,1,1
57,defabel-467,defabel,"3,2",p,0,1
58,defabel-467,defabel,"0,2",n,0,1
58,defabel-467,defabel,"3,1",n,0,1
58,defabel-467,defabel,"3,2",n,2,1
59,defabel-467,defabel,"0,2",c,1,1
59,defabel-467,defabel,"3,1",c,1,1
59,defabel-467,defabel,"3,2",p,0,1
4,defabel-467,defabel,"0,2",c,0,0
4,defabel-467,defabel,"3,1",c,0,0
4,defabel-467,defabel,"3,2",c,0,0
44,defabel-467,defabel,"0,2",c,1,1
44,defabel-467,defabel,"3,1",c,0,1
44,defabel-467,defabel,"3,2",p,0,1
66,defabel-490,defabel,"0,2",n,2,0
66,defabel-490,defabel,"3,1",c,0,0
66,defabel-490,defabel,"3,2",n,2,0
53,defabel-490,defabel,"0,2",c,1,1
53,defabel-490,defabel,"3,1",c,1,1
53,defabel-490,defabel,"3,2",c,1,1
67,defabel-490,defabel,"0,2",c,2,2
67,defabel-490,defabel,"3,1",n,2,2
67,defabel-490,defabel,"3,2",n,2,2
4,defabel-490,defabel,"0,2",c,2,0
4,defabel-490,defabel,"3,1",c,0,0
4,defabel-490,defabel,"3,2",c,2,0
44,defabel-490,defabel,"0,2",n,2,0
44,defabel-490,defabel,"3,1",c,0,0
44,defabel-490,defabel,"3,2",n,2,0
57,defabel-500,defabel,"0,2",n,0,0
57,defabel-500,defabel,"3,1",n,0,0
57,defabel-500,defabel,"3,2",n,0,0
58,defabel-500,defabel,"0,2",n,2,2
58,defabel-500,defabel,"3,1",c,0,2
58,defabel-500,defabel,"3,2",n,0,2
59,defabel-500,defabel,"0,2",c,0,2
59,defabel-500,defabel,"3,1",c,2,2
59,defabel-500,defabel,"3,2",c,2,2
4,defabel-500,defabel,"0,2",n,2,0
4,defabel-500,defabel,"3,1",c,0,0
4,defabel-500,defabel,"3,2",n,2,0
44,defabel-500,defabel,"0,2",c,0,0
44,defabel-500,defabel,"3,1",c,0,0
44,defabel-500,defabel,"3,2",c,0,0
68,defabel-514,defabel,"0,2",c,2,2
68,defabel-514,defabel,"3,1",p,2,2
68,defabel-514,defabel,"3,2",p,2,2
69,defabel-514,defabel,"0,2",n,2,0
69,defabel-514,defabel,"3,1",n,2,0
69,defabel-514,defabel,"3,2",n,2,0
67,defabel-514,defabel,"0,2",n,2,0
67,defabel-514,defabel,"3,1",p,2,0
67,defabel-514,defabel,"3,2",p,2,0
4,defabel-514,defabel,"0,2",n,2,0
4,defabel-514,defabel,"3,1",c,0,0
4,defabel-514,defabel,"3,2",c,2,0
44,defabel-514,defabel,"0,2",c,2,0
44,defabel-514,defabel,"3,1",p,2,0
44,defabel-514,defabel,"3,2",p,2,0
57,defabel-522,defabel,"0,2",n,2,2
57,defabel-522,defabel,"3,1",c,2,2
57,defabel-522,defabel,"3,2",c,2,2
58,defabel-522,defabel,"0,2",n,2,2
58,defabel-522,defabel,"3,1",n,2,2
58,defabel-522,defabel,"3,2",n,2,2
59,defabel-522,defabel,"0,2",n,2,2
59,defabel-522,defabel,"3,1",c,2,2
59,defabel-522,defabel,"3,2",c,2,2
4,defabel-522,defabel,"0,2",c,2,2
4,defabel-522,defabel,"3,1",c,2,2
4,defabel-522,defabel,"3,2",c,2,2
44,defabel-522,defabel,"0,2",c,2,2
44,defabel-522,defabel,"3,1",c,2,2
44,defabel-522,defabel,"3,2",c,2,2
41,defabel-560,defabel,"0,2",p,2,0
41,defabel-560,defabel,"3,1",p,0,0
41,defabel-560,defabel,"3,2",c,2,0
42,defabel-560,defabel,"0,2",c,2,2
42,defabel-560,defabel,"3,1",c,2,2
42,defabel-560,defabel,"3,2",c,2,2
43,defabel-560,defabel,"0,2",c,1,1
43,defabel-560,defabel,"3,1",c,1,1
43,defabel-560,defabel,"3,2",c,1,1
4,defabel-560,defabel,"0,2",n,2,0
4,defabel-560,defabel,"3,1",c,0,0
4,defabel-560,defabel,"3,2",n,2,0
44,defabel-560,defabel,"0,2",c,2,0
44,defabel-560,defabel,"3,1",c,0,0
44,defabel-560,defabel,"3,2",c,2,0
66,defabel-57,defabel,"0,2",n,0,0
66,defabel-57,defabel,"3,1",c,0,0
66,defabel-57,defabel,"3,2",n,2,0
53,defabel-57,defabel,"0,2",c,1,0
53,defabel-57,defabel,"3,1",c,1,0
53,defabel-57,defabel,"3,2",c,1,0
67,defabel-57,defabel,"0,2",p,2,2
67,defabel-57,defabel,"3,1",c,2,2
67,defabel-57,defabel,"3,2",c,2,2
4,defabel-57,defabel,"0,2",n,2,0
4,defabel-57,defabel,"3,1",n,0,0
4,defabel-57,defabel,"3,2",n,2,0
44,defabel-57,defabel,"0,2",n,0,1
44,defabel-57,defabel,"3,1",c,0,1
44,defabel-57,defabel,"3,2",n,2,1
66,defabel-574,defabel,"0,2",n,2,0
66,defabel-574,defabel,"3,1",c,0,0
66,defabel-574,defabel,"3,2",n,2,0
53,defabel-574,defabel,"0,2",n,1,0
53,defabel-574,defabel,"3,1",c,0,0
53,defabel-574,defabel,"3,2",n,1,0
67,defabel-574,defabel,"0,2",n,2,1
67,defabel-574,defabel,"3,1",n,1,1
67,defabel-574,defabel,"3,2",n,2,1
4,defabel-574,defabel,"0,2",n,2,0
4,defabel-574,defabel,"3,1",c,0,0
4,defabel-574,defabel,"3,2",n,2,0
44,defabel-574,defabel,"0,2",n,2,0
44,defabel-574,defabel,"3,1",c,0,0
44,defabel-574,defabel,"3,2",n,0,0
63,defabel-592,defabel,"0,2",p,0,0
63,defabel-592,defabel,"3,1",c,0,0
63,defabel-592,defabel,"3,2",p,0,0
64,defabel-592,defabel,"0,2",c,2,2
64,defabel-592,defabel,"3,1",c,2,2
64,defabel-592,defabel,"3,2",c,2,2
65,defabel-592,defabel,"0,2",c,2,0
65,defabel-592,defabel,"3,1",c,0,0
65,defabel-592,defabel,"3,2",c,2,0
4,defabel-592,defabel,"0,2",c,2,0
4,defabel-592,defabel,"3,1",c,0,0
4,defabel-592,defabel,"3,2",c,2,0
44,defabel-592,defabel,"0,2",c,2,0
44,defabel-592,defabel,"3,1",c,0,0
44,defabel-592,defabel,"3,2",c,2,0
45,defabel-607,defabel,"0,2",n,2,2
45,defabel-607,defabel,"3,1",c,2,2
45,defabel-607,defabel,"3,2",n,2,2
46,defabel-607,defabel,"0,2",n,2,2
46,defabel-607,defabel,"3,1",n,2,2
46,defabel-607,defabel,"3,2",n,2,2
47,defabel-607,defabel,"0,2",c,2,2
47,defabel-607,defabel,"3,1",c,2,2
47,defabel-607,defabel,"3,2",p,2,2
4,defabel-607,defabel,"0,2",c,2,2
4,defabel-607,defabel,"3,1",c,2,2
4,defabel-607,defabel,"3,2",c,2,2
44,defabel-607,defabel,"0,2",c,2,2
44,defabel-607,defabel,"3,1",c,2,2
44,defabel-607,defabel,"3,2",c,2,2
45,defabel-622,defabel,"0,2",c,2,1
45,defabel-622,defabel,"3,1",c,2,1
45,defabel-622,defabel,"3,2",p,2,1
46,defabel-622,defabel,"0,2",c,2,1
46,defabel-622,defabel,"3,1",p,0,1
46,defabel-622,defabel,"3,2",c,2,1
47,defabel-622,defabel,"0,2",n,0,0
47,defabel-622,defabel,"3,1",n,0,0
47,defabel-622,defabel,"3,2",n,0,0
4,defabel-622,defabel,"0,2",n,2,0
4,defabel-622,defabel,"3,1",c,0,0
4,defabel-622,defabel,"3,2",n,2,0
44,defabel-622,defabel,"0,2",c,2,0
44,defabel-622,defabel,"3,1",c,0,0
44,defabel-622,defabel,"3,2",c,2,0
68,defabel-633,defabel,"0,2",c,1,1
68,defabel-633,defabel,"3,1",c,2,1
68,defabel-633,defabel,"3,2",c,1,1
69,defabel-633,defabel,"0,2",p,2,1
69,defabel-633,defabel,"3,1",p,0,1
69,defabel-633,defabel,"3,2",p,2,1
67,defabel-633,defabel,"0,2",c,2,1
67,defabel-633,defabel,"3,1",p,1,1
67,defabel-633,defabel,"3,2",c,2,1
4,defabel-633,defabel,"0,2",n,2,0
4,defabel-633,defabel,"3,1",c,0,0
4,defabel-633,defabel,"3,2",n,2,0
44,defabel-633,defabel,"0,2",p,1,1
44,defabel-633,defabel,"3,1",p,1,1
44,defabel-633,defabel,"3,2",p,1,1
68,defabel-643,defabel,"0,2",c,2,2
68,defabel-643,defabel,"3,1",c,2,2
68,defabel-643,defabel,"3,2",c,2,2
69,defabel-643,defabel,"0,2",n,2,2
69,defabel-643,defabel,"3,1",c,2,2
69,defabel-643,defabel,"3,2",c,2,2
67,defabel-643,defabel,"0,2",c,2,2
67,defabel-643,defabel,"3,1",c,2,2
67,defabel-643,defabel,"3,2",c,2,2
4,defabel-643,defabel,"0,2",c,2,0
4,defabel-643,defabel,"3,1",c,0,0
4,defabel-643,defabel,"3,2",c,2,0
44,defabel-643,defabel,"0,2",c,0,0
44,defabel-643,defabel,"3,1",c,0,0
44,defabel-643,defabel,"3,2",c,0,0
68,defabel-644,defabel,"0,2",c,1,1
68,defabel-644,defabel,"3,1",c,1,1
68,defabel-644,defabel,"3,2",c,2,1
69,defabel-644,defabel,"0,2",p,0,1
69,defabel-644,defabel,"3,1",c,1,1
69,defabel-644,defabel,"3,2",p,0,1
67,defabel-644,defabel,"0,2",c,2,1
67,defabel-644,defabel,"3,1",c,1,1
67,defabel-644,defabel,"3,2",c,2,1
4,defabel-644,defabel,"0,2",c,0,0
4,defabel-644,defabel,"3,1",c,0,0
4,defabel-644,defabel,"3,2",c,0,0
44,defabel-644,defabel,"0,2",c,2,2
44,defabel-644,defabel,"3,1",c,2,2
44,defabel-644,defabel,"3,2",c,2,2
60,defabel-677,defabel,"0,2",c,2,1
60,defabel-677,defabel,"3,1",c,0,1
60,defabel-677,defabel,"3,2",c,2,1
61,defabel-677,defabel,"0,2",p,0,0
61,defabel-677,defabel,"3,1",c,1,0
61,defabel-677,defabel,"3,2",c,0,0
62,defabel-677,defabel,"0,2",c,2,2
62,defabel-677,defabel,"3,1",p,2,2
62,defabel-677,defabel,"3,2",c,2,2
4,defabel-677,defabel,"0,2",n,2,2
4,defabel-677,defabel,"3,1",c,2,2
4,defabel-677,defabel,"3,2",n,2,2
44,defabel-677,defabel,"0,2",c,2,0
44,defabel-677,defabel,"3,1",c,0,0
44,defabel-677,defabel,"3,2",c,2,0
60,defabel-681,defabel,"0,2",n,2,0
60,defabel-681,defabel,"3,1",n,0,0
60,defabel-681,defabel,"3,2",n,2,0
61,defabel-681,defabel,"0,2",c,0,2
61,defabel-681,defabel,"3,1",n,2,2
61,defabel-681,defabel,"3,2",c,0,2
62,defabel-681,defabel,"0,2",c,2,0
62,defabel-681,defabel,"3,1",p,2,0
62,defabel-681,defabel,"3,2",c,2,0
4,defabel-681,defabel,"0,2",c,2,1
4,defabel-681,defabel,"3,1",c,2,1
4,defabel-681,defabel,"3,2",n,2,1
44,defabel-681,defabel,"0,2",c,2,0
44,defabel-681,defabel,"3,1",c,0,0
44,defabel-681,defabel,"3,2",c,2,0
51,defabel-692,defabel,"0,2",p,2,1
51,defabel-692,defabel,"3,1",p,0,1
51,defabel-692,defabel,"3,2",p,2,1
52,defabel-692,defabel,"0,2",c,2,0
52,defabel-692,defabel,"3,1",c,0,0
52,defabel-692,defabel,"3,2",c,2,0
53,defabel-692,defabel,"0,2",c,1,1
53,defabel-692,defabel,"3,1",c,1,1
53,defabel-692,defabel,"3,2",c,1,1
4,defabel-692,defabel,"0,2",c,2,0
4,defabel-692,defabel,"3,1",c,0,0
4,defabel-692,defabel,"3,2",c,2,0
44,defabel-692,defabel,"0,2",n,2,0
44,defabel-692,defabel,"3,1",c,0,0
44,defabel-692,defabel,"3,2",n,2,0
54,defabel-701,defabel,"0,2",c,0,1
54,defabel-701,defabel,"3,1",c,0,1
54,defabel-701,defabel,"3,2",c,1,1
55,defabel-701,defabel,"0,2",p,2,2
55,defabel-701,defabel,"3,1",c,2,2
55,defabel-701,defabel,"3,2",p,2,2
56,defabel-701,defabel,"0,2",c,2,0
56,defabel-701,defabel,"3,1",c,0,0
56,defabel-701,defabel,"3,2",c,0,0
4,defabel-701,defabel,"0,2",c,2,0
4,defabel-701,defabel,"3,1",c,0,0
4,defabel-701,defabel,"3,2",c,2,0
44,defabel-701,defabel,"0,2",c,2,1
44,defabel-701,defabel,"3,1",c,0,1
44,defabel-701,defabel,"3,2",c,2,1
63,defabel-732,defabel,"0,2",n,2,1
63,defabel-732,defabel,"3,1",n,0,1
63,defabel-732,defabel,"3,2",n,2,1
64,defabel-732,defabel,"0,2",c,2,2
64,defabel-732,defabel,"3,1",c,2,2
64,defabel-732,defabel,"3,2",c,2,2
65,defabel-732,defabel,"0,2",c,2,0
65,defabel-732,defabel,"3,1",c,0,0
65,defabel-732,defabel,"3,2",n,2,0
4,defabel-732,defabel,"0,2",n,2,0
4,defabel-732,defabel,"3,1",c,0,0
4,defabel-732,defabel,"3,2",n,2,0
44,defabel-732,defabel,"0,2",p,2,0
44,defabel-732,defabel,"3,1",p,0,0
44,defabel-732,defabel,"3,2",p,2,0
51,defabel-737,defabel,"0,2",p,0,0
51,defabel-737,defabel,"3,1",c,1,0
51,defabel-737,defabel,"3,2",p,1,0
52,defabel-737,defabel,"0,2",c,2,0
52,defabel-737,defabel,"3,1",c,2,0
52,defabel-737,defabel,"3,2",c,2,0
53,defabel-737,defabel,"0,2",c,2,2
53,defabel-737,defabel,"3,1",c,0,2
53,defabel-737,defabel,"3,2",c,0,2
4,defabel-737,defabel,"0,2",c,2,0
4,defabel-737,defabel,"3,1",c,0,0
4,defabel-737,defabel,"3,2",c,2,0
44,defabel-737,defabel,"0,2",c,2,0
44,defabel-737,defabel,"3,1",c,0,0
44,defabel-737,defabel,"3,2",c,2,0
66,defabel-785,defabel,"0,2",n,0,0
66,defabel-785,defabel,"3,1",c,0,0
66,defabel-785,defabel,"3,2",n,2,0
53,defabel-785,defabel,"0,2",n,1,0
53,defabel-785,defabel,"3,1",c,0,0
53,defabel-785,defabel,"3,2",n,1,0
67,defabel-785,defabel,"0,2",c,2,2
67,defabel-785,defabel,"3,1",c,2,2
67,defabel-785,defabel,"3,2",n,2,2
4,defabel-785,defabel,"0,2",c,0,0
4,defabel-785,defabel,"3,1",p,0,0
4,defabel-785,defabel,"3,2",c,0,0
44,defabel-785,defabel,"0,2",n,0,0
44,defabel-785,defabel,"3,1",n,0,0
44,defabel-785,defabel,"3,2",n,0,0
68,defabel-789,defabel,"0,2",p,2,2
68,defabel-789,defabel,"3,1",p,2,2
68,defabel-789,defabel,"3,2",p,2,2
69,defabel-789,defabel,"0,2",n,0,2
69,defabel-789,defabel,"3,1",n,2,2
69,defabel-789,defabel,"3,2",n,2,2
67,defabel-789,defabel,"0,2",n,2,2
67,defabel-789,defabel,"3,1",n,2,2
67,defabel-789,defabel,"3,2",n,2,2
4,defabel-789,defabel,"0,2",c,0,0
4,defabel-789,defabel,"3,1",c,0,0
4,defabel-789,defabel,"3,2",c,0,0
44,defabel-789,defabel,"0,2",c,2,2
44,defabel-789,defabel,"3,1",n,2,2
44,defabel-789,defabel,"3,2",n,2,2
54,defabel-812,defabel,"0,2",n,0,1
54,defabel-812,defabel,"3,1",n,0,1
54,defabel-812,defabel,"3,2",n,1,1
55,defabel-812,defabel,"0,2",c,2,1
55,defabel-812,defabel,"3,1",n,2,1
55,defabel-812,defabel,"3,2",c,2,1
56,defabel-812,defabel,"0,2",c,0,2
56,defabel-812,defabel,"3,1",c,0,2
56,defabel-812,defabel,"3,2",c,2,2
4,defabel-812,defabel,"0,2",c,2,2
4,defabel-812,defabel,"3,1",c,2,2
4,defabel-812,defabel,"3,2",c,2,2
44,defabel-812,defabel,"0,2",c,2,0
44,defabel-812,defabel,"3,1",c,2,0
44,defabel-812,defabel,"3,2",n,2,0
54,defabel-814,defabel,"0,2",c,1,1
54,defabel-814,defabel,"3,1",c,1,1
54,defabel-814,defabel,"3,2",c,0,1
55,defabel-814,defabel,"0,2",c,2,2
55,defabel-814,defabel,"3,1",c,2,2
55,defabel-814,defabel,"3,2",c,2,2
56,defabel-814,defabel,"0,2",n,2,0
56,defabel-814,defabel,"3,1",c,1,0
56,defabel-814,defabel,"3,2",n,2,0
4,defabel-814,defabel,"0,2",n,2,0
4,defabel-814,defabel,"3,1",c,0,0
4,defabel-814,defabel,"3,2",n,2,0
44,defabel-814,defabel,"0,2",n,2,0
44,defabel-814,defabel,"3,1",c,0,0
44,defabel-814,defabel,"3,2",n,2,0
48,defabel-835,defabel,"0,2",c,2,1
48,defabel-835,defabel,"3,1",c,1,1
48,defabel-835,defabel,"3,2",c,2,1
49,defabel-835,defabel,"0,2",n,2,0
49,defabel-835,defabel,"3,1",n,0,0
49,defabel-835,defabel,"3,2",n,2,0
50,defabel-835,defabel,"0,2",p,2,1
50,defabel-835,defabel,"3,1",c,1,1
50,defabel-835,defabel,"3,2",c,2,1
4,defabel-835,defabel,"0,2",c,0,0
4,defabel-835,defabel,"3,1",c,0,0
4,defabel-835,defabel,"3,2",c,0,0
44,defabel-835,defabel,"0,2",n,2,0
44,defabel-835,defabel,"3,1",n,0,0
44,defabel-835,defabel,"3,2",n,2,0
63,defabel-839,defabel,"0,2",c,0,0
63,defabel-839,defabel,"3,1",c,0,0
63,defabel-839,defabel,"3,2",c,0,0
64,defabel-839,defabel,"0,2",n,1,2
64,defabel-839,defabel,"3,1",c,2,2
64,defabel-839,defabel,"3,2",n,1,2
65,defabel-839,defabel,"0,2",c,0,0
65,defabel-839,defabel,"3,1",c,2,0
65,defabel-839,defabel,"3,2",c,2,0
4,defabel-839,defabel,"0,2",c,0,0
4,defabel-839,defabel,"3,1",c,0,0
4,defabel-839,defabel,"3,2",c,0,0
44,defabel-839,defabel,"0,2",c,2,0
44,defabel-839,defabel,"3,1",c,0,0
44,defabel-839,defabel,"3,2",c,2,0
41,defabel-85,defabel,"0,2",n,2,2
41,defabel-85,defabel,"3,1",n,1,2
41,defabel-85,defabel,"3,2",n,2,2
42,defabel-85,defabel,"0,2",n,0,0
42,defabel-85,defabel,"3,1",c,0,0
42,defabel-85,defabel,"3,2",n,0,0
43,defabel-85,defabel,"0,2",c,1,1
43,defabel-85,defabel,"3,1",p,1,1
43,defabel-85,defabel,"3,2",c,1,1
4,defabel-85,defabel,"0,2",n,0,0
4,defabel-85,defabel,"3,1",c,0,0
4,defabel-85,defabel,"3,2",n,0,0
44,defabel-85,defabel,"0,2",n,2,0
44,defabel-85,defabel,"3,1",c,0,0
44,defabel-85,defabel,"3,2",c,2,0
60,defabel-852,defabel,"0,2",c,2,0
60,defabel-852,defabel,"3,1",c,0,0
60,defabel-852,defabel,"3,2",c,2,0
61,defabel-852,defabel,"0,2",c,0,1
61,defabel-852,defabel,"3,1",c,0,1
61,defabel-852,defabel,"3,2",c,1,1
62,defabel-852,defabel,"0,2",c,1,1
62,defabel-852,defabel,"3,1",c,1,1
62,defabel-852,defabel,"3,2",c,0,1
4,defabel-852,defabel,"0,2",n,0,0
4,defabel-852,defabel,"3,1",c,0,0
4,defabel-852,defabel,"3,2",n,0,0
44,defabel-852,defabel,"0,2",c,2,0
44,defabel-852,defabel,"3,1",c,0,0
44,defabel-852,defabel,"3,2",c,2,0
57,defabel-856,defabel,"0,2",n,2,2
57,defabel-856,defabel,"3,1",n,2,2
57,defabel-856,defabel,"3,2",n,2,2
58,defabel-856,defabel,"0,2",c,2,2
58,defabel-856,defabel,"3,1",n,2,2
58,defabel-856,defabel,"3,2",n,2,2
59,defabel-856,defabel,"0,2",p,2,0
59,defabel-856,defabel,"3,1",c,1,0
59,defabel-856,defabel,"3,2",c,2,0
4,defabel-856,defabel,"0,2",c,2,0
4,defabel-856,defabel,"3,1",c,0,0
4,defabel-856,defabel,"3,2",c,2,0
44,defabel-856,defabel,"0,2",c,2,0
44,defabel-856,defabel,"3,1",c,0,0
44,defabel-856,defabel,"3,2",c,2,0
63,defabel-888,defabel,"0,2",c,2,0
63,defabel-888,defabel,"3,1",c,0,0
63,defabel-888,defabel,"3,2",c,2,0
64,defabel-888,defabel,"0,2",c,1,1
64,defabel-888,defabel,"3,1",p,1,1
64,defabel-888,defabel,"3,2",c,1,1
65,defabel-888,defabel,"0,2",c,2,0
65,defabel-888,defabel,"3,1",c,0,0
65,defabel-888,defabel,"3,2",p,2,0
4,defabel-888,defabel,"0,2",c,0,0
4,defabel-888,defabel,"3,1",c,0,0
4,defabel-888,defabel,"3,2",c,0,0
44,defabel-888,defabel,"0,2",c,2,0
44,defabel-888,defabel,"3,1",c,0,0
44,defabel-888,defabel,"3,2",c,2,0
48,defabel-901,defabel,"0,2",n,1,2
48,defabel-901,defabel,"3,1",n,1,2
48,defabel-901,defabel,"3,2",n,2,2
49,defabel-901,defabel,"0,2",c,2,0
49,defabel-901,defabel,"3,1",c,0,0
49,defabel-901,defabel,"3,2",c,2,0
50,defabel-901,defabel,"0,2",c,0,1
50,defabel-901,defabel,"3,1",c,1,1
50,defabel-901,defabel,"3,2",c,2,1
4,defabel-901,defabel,"0,2",c,1,1
4,defabel-901,defabel,"3,1",c,0,1
4,defabel-901,defabel,"3,2",c,0,1
44,defabel-901,defabel,"0,2",c,2,1
44,defabel-901,defabel,"3,1",c,1,1
44,defabel-901,defabel,"3,2",c,2,1
70,deuparl-105,deuparl,"0,2",c,0,1
70,deuparl-105,deuparl,"3,1",c,2,1
70,deuparl-105,deuparl,"3,2",c,0,1
71,deuparl-105,deuparl,"0,2",c,0,1
71,deuparl-105,deuparl,"3,1",c,2,1
71,deuparl-105,deuparl,"3,2",c,2,1
72,deuparl-105,deuparl,"0,2",c,1,1
72,deuparl-105,deuparl,"3,1",n,2,1
72,deuparl-105,deuparl,"3,2",c,2,1
4,deuparl-105,deuparl,"0,2",c,1,1
4,deuparl-105,deuparl,"3,1",n,0,1
4,deuparl-105,deuparl,"3,2",n,0,1
44,deuparl-105,deuparl,"0,2",c,1,2
44,deuparl-105,deuparl,"3,1",c,2,2
44,deuparl-105,deuparl,"3,2",c,2,2
73,deuparl-114,deuparl,"0,2",p,1,1
73,deuparl-114,deuparl,"3,1",c,0,1
73,deuparl-114,deuparl,"3,2",c,1,1
74,deuparl-114,deuparl,"0,2",c,1,1
74,deuparl-114,deuparl,"3,1",n,2,1
74,deuparl-114,deuparl,"3,2",c,2,1
72,deuparl-114,deuparl,"0,2",p,1,1
72,deuparl-114,deuparl,"3,1",c,0,1
72,deuparl-114,deuparl,"3,2",c,0,1
4,deuparl-114,deuparl,"0,2",c,1,1
4,deuparl-114,deuparl,"3,1",c,1,1
4,deuparl-114,deuparl,"3,2",c,1,1
44,deuparl-114,deuparl,"0,2",c,1,1
44,deuparl-114,deuparl,"3,1",c,2,1
44,deuparl-114,deuparl,"3,2",c,2,1
75,deuparl-123,deuparl,"0,2",c,2,1
75,deuparl-123,deuparl,"3,1",c,1,1
75,deuparl-123,deuparl,"3,2",c,1,1
76,deuparl-123,deuparl,"0,2",c,0,1
76,deuparl-123,deuparl,"3,1",n,1,1
76,deuparl-123,deuparl,"3,2",n,1,1
72,deuparl-123,deuparl,"0,2",c,0,1
72,deuparl-123,deuparl,"3,1",c,2,1
72,deuparl-123,deuparl,"3,2",c,2,1
4,deuparl-123,deuparl,"0,2",p,1,1
4,deuparl-123,deuparl,"3,1",p,1,1
4,deuparl-123,deuparl,"3,2",p,1,1
44,deuparl-123,deuparl,"0,2",p,0,2
44,deuparl-123,deuparl,"3,1",p,2,2
44,deuparl-123,deuparl,"3,2",p,0,2
70,deuparl-1430,deuparl,"0,2",c,2,1
70,deuparl-1430,deuparl,"3,1",c,2,1
70,deuparl-1430,deuparl,"3,2",c,2,1
71,deuparl-1430,deuparl,"0,2",p,2,0
71,deuparl-1430,deuparl,"3,1",p,2,0
71,deuparl-1430,deuparl,"3,2",p,2,0
72,deuparl-1430,deuparl,"0,2",c,0,0
72,deuparl-1430,deuparl,"3,1",c,2,0
72,deuparl-1430,deuparl,"3,2",n,2,0
4,deuparl-1430,deuparl,"0,2",c,1,1
4,deuparl-1430,deuparl,"3,1",c,0,1
4,deuparl-1430,deuparl,"3,2",n,2,1
44,deuparl-1430,deuparl,"0,2",p,0,0
44,deuparl-1430,deuparl,"3,1",p,2,0
44,deuparl-1430,deuparl,"3,2",p,2,0
77,deuparl-155,deuparl,"0,2",c,1,1
77,deuparl-155,deuparl,"3,1",c,1,1
77,deuparl-155,deuparl,"3,2",c,2,1
78,deuparl-155,deuparl,"0,2",c,1,1
78,deuparl-155,deuparl,"3,1",c,2,1
78,deuparl-155,deuparl,"3,2",n,2,1
72,deuparl-155,deuparl,"0,2",n,0,1
72,deuparl-155,deuparl,"3,1",c,2,1
72,deuparl-155,deuparl,"3,2",c,0,1
4,deuparl-155,deuparl,"0,2",n,1,1
4,deuparl-155,deuparl,"3,1",c,0,1
4,deuparl-155,deuparl,"3,2",n,2,1
44,deuparl-155,deuparl,"0,2",c,1,1
44,deuparl-155,deuparl,"3,1",p,0,1
44,deuparl-155,deuparl,"3,2",p,2,1
79,deuparl-1604,deuparl,"0,2",n,2,0
79,deuparl-1604,deuparl,"3,1",c,0,0
79,deuparl-1604,deuparl,"3,2",c,2,0
80,deuparl-1604,deuparl,"0,2",n,0,0
80,deuparl-1604,deuparl,"3,1",n,2,0
80,deuparl-1604,deuparl,"3,2",n,2,0
72,deuparl-1604,deuparl,"0,2",p,1,1
72,deuparl-1604,deuparl,"3,1",c,1,1
72,deuparl-1604,deuparl,"3,2",c,0,1
4,deuparl-1604,deuparl,"0,2",c,1,1
4,deuparl-1604,deuparl,"3,1",c,1,1
4,deuparl-1604,deuparl,"3,2",c,1,1
44,deuparl-1604,deuparl,"0,2",c,1,1
44,deuparl-1604,deuparl,"3,1",c,1,1
44,deuparl-1604,deuparl,"3,2",c,2,1
73,deuparl-161,deuparl,"0,2",c,1,2
73,deuparl-161,deuparl,"3,1",c,2,2
73,deuparl-161,deuparl,"3,2",c,1,2
74,deuparl-161,deuparl,"0,2",c,2,1
74,deuparl-161,deuparl,"3,1",n,2,1
74,deuparl-161,deuparl,"3,2",c,2,1
72,deuparl-161,deuparl,"0,2",p,0,1
72,deuparl-161,deuparl,"3,1",p,0,1
72,deuparl-161,deuparl,"3,2",p,0,1
4,deuparl-161,deuparl,"0,2",c,1,1
4,deuparl-161,deuparl,"3,1",c,0,1
4,deuparl-161,deuparl,"3,2",c,2,1
44,deuparl-161,deuparl,"0,2",p,0,2
44,deuparl-161,deuparl,"3,1",p,2,2
44,deuparl-161,deuparl,"3,2",p,1,2
81,deuparl-168,deuparl,"0,2",c,1,1
81,deuparl-168,deuparl,"3,1",c,2,1
81,deuparl-168,deuparl,"3,2",c,2,1
82,deuparl-168,deuparl,"0,2",c,1,1
82,deuparl-168,deuparl,"3,1",c,1,1
82,deuparl-168,deuparl,"3,2",c,1,1
72,deuparl-168,deuparl,"0,2",p,1,1
72,deuparl-168,deuparl,"3,1",p,2,1
